gsm	title	tissue_class	sample_type_norm	program	gene	tissue_detection_fraction
GSM8514539	pdac11	tumor	ffpe	B_cell_strict	MS4A1	0.06316137566137567
GSM8514539	pdac11	tumor	ffpe	B_cell_strict	CD79A	0.11011904761904762
GSM8514539	pdac11	tumor	ffpe	B_cell_strict	CD79B	0.07539682539682539
GSM8514539	pdac11	tumor	ffpe	B_cell_strict	CD22	0.05489417989417989
GSM8514539	pdac11	tumor	ffpe	B_cell_strict	CD37	0.49173280423280424
GSM8514539	pdac11	tumor	ffpe	Plasma_cell	MZB1	0.17063492063492064
GSM8514539	pdac11	tumor	ffpe	Plasma_cell	SDC1	0.10416666666666667
GSM8514539	pdac11	tumor	ffpe	Plasma_cell	XBP1	0.7281746031746031
GSM8514540	pdac12	lymph_node	ffpe	DC_core	FCER1A	0.07707055214723926
GSM8514540	pdac12	lymph_node	ffpe	DC_core	CLEC10A	0.24961656441717792
GSM8514540	pdac12	lymph_node	ffpe	DC_core	CD1C	0.036042944785276074
GSM8514540	pdac12	lymph_node	ffpe	DC_core	CST3	0.9171779141104295
GSM8514540	pdac12	lymph_node	ffpe	DC_core	HLA-DRA	0.9302147239263804
GSM8514540	pdac12	lymph_node	ffpe	DC_core	HLA-DPA1	0.8335889570552147
GSM8514540	pdac12	lymph_node	ffpe	DC_core	HLA-DPB1	0.8539110429447853
GSM8514540	pdac12	lymph_node	ffpe	mregDC_strict	LAMP3	0.0763036809815951
GSM8514540	pdac12	lymph_node	ffpe	mregDC_strict	FSCN1	0.3562116564417178
GSM8514540	pdac12	lymph_node	ffpe	mregDC_strict	CCR7	0.1875
GSM8514540	pdac12	lymph_node	ffpe	mregDC_strict	CCL19	0.5463957055214724
GSM8514540	pdac12	lymph_node	ffpe	mregDC_strict	CD80	0.03144171779141104
GSM8514540	pdac12	lymph_node	ffpe	mregDC_strict	CD86	0.08205521472392638
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	CD3D	0.2979294478527607
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	CD3E	0.2737730061349693
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	CD4	0.32476993865030673
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	CXCR5	0.05943251533742331
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	PDCD1	0.04677914110429448
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	ICOS	0.03834355828220859
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	BCL6	0.3558282208588957
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	IL7R	0.526840490797546
GSM8514540	pdac12	lymph_node	ffpe	Tfh_like	CXCL13	0.18059815950920247
GSM8514540	pdac12	lymph_node	ffpe	B_cell_strict	MS4A1	0.20743865030674846
GSM8514540	pdac12	lymph_node	ffpe	B_cell_strict	CD79A	0.29179447852760737
GSM8514540	pdac12	lymph_node	ffpe	B_cell_strict	CD79B	0.15950920245398773
GSM8514540	pdac12	lymph_node	ffpe	B_cell_strict	CD22	0.1334355828220859
GSM8514540	pdac12	lymph_node	ffpe	B_cell_strict	CD37	0.5157208588957055
GSM8514540	pdac12	lymph_node	ffpe	Plasma_cell	MZB1	0.3696319018404908
GSM8514540	pdac12	lymph_node	ffpe	Plasma_cell	SDC1	0.15184049079754602
GSM8514540	pdac12	lymph_node	ffpe	Plasma_cell	XBP1	0.8960889570552147
GSM8514541	pdac13	tumor	frozen	DC_core	FCER1A	0.005338672005338672
GSM8514541	pdac13	tumor	frozen	DC_core	CLEC10A	0.004004004004004004
GSM8514541	pdac13	tumor	frozen	DC_core	CD1C	0.004671338004671338
GSM8514541	pdac13	tumor	frozen	DC_core	CST3	0.5545545545545546
GSM8514541	pdac13	tumor	frozen	DC_core	HLA-DRA	0.4327660994327661
GSM8514541	pdac13	tumor	frozen	DC_core	HLA-DPA1	0.23423423423423423
GSM8514541	pdac13	tumor	frozen	DC_core	HLA-DPB1	0.2182182182182182
GSM8514541	pdac13	tumor	frozen	mregDC_strict	LAMP3	0.001668335001668335
GSM8514541	pdac13	tumor	frozen	mregDC_strict	FSCN1	0.05005005005005005
GSM8514541	pdac13	tumor	frozen	mregDC_strict	CCR7	0.009342676009342675
GSM8514541	pdac13	tumor	frozen	mregDC_strict	CCL19	0.035035035035035036
GSM8514541	pdac13	tumor	frozen	mregDC_strict	CD80	0.000667334000667334
GSM8514541	pdac13	tumor	frozen	mregDC_strict	CD86	0.015015015015015015
GSM8514541	pdac13	tumor	frozen	Tfh_like	CD3D	0.009676343009676344
GSM8514541	pdac13	tumor	frozen	Tfh_like	CD3E	0.01668335001668335
GSM8514541	pdac13	tumor	frozen	Tfh_like	CD4	0.024691358024691357
GSM8514541	pdac13	tumor	frozen	Tfh_like	CXCR5	0.001668335001668335
GSM8514541	pdac13	tumor	frozen	Tfh_like	PDCD1	0.002002002002002002
GSM8514541	pdac13	tumor	frozen	Tfh_like	ICOS	0.001001001001001001
GSM8514541	pdac13	tumor	frozen	Tfh_like	BCL6	0.05638972305638972
GSM8514541	pdac13	tumor	frozen	Tfh_like	IL7R	0.044711378044711377
GSM8514541	pdac13	tumor	frozen	Tfh_like	CXCL13	0.004004004004004004
GSM8514541	pdac13	tumor	frozen	B_cell_strict	MS4A1	0.009009009009009009
GSM8514541	pdac13	tumor	frozen	B_cell_strict	CD79A	0.022355689022355688
GSM8514541	pdac13	tumor	frozen	B_cell_strict	CD79B	0.00667334000667334
GSM8514541	pdac13	tumor	frozen	B_cell_strict	CD22	0.004671338004671338
GSM8514541	pdac13	tumor	frozen	B_cell_strict	CD37	0.05472138805472139
GSM8514541	pdac13	tumor	frozen	Plasma_cell	MZB1	0.04104104104104104
GSM8514541	pdac13	tumor	frozen	Plasma_cell	SDC1	0.17217217217217218
GSM8514541	pdac13	tumor	frozen	Plasma_cell	XBP1	0.08174841508174842
GSM8514542	pdac14	tumor	frozen	DC_core	FCER1A	0.0
GSM8514542	pdac14	tumor	frozen	DC_core	CLEC10A	0.0
GSM8514542	pdac14	tumor	frozen	DC_core	CD1C	0.00044742729306487697
GSM8514542	pdac14	tumor	frozen	DC_core	CST3	0.4053691275167785
GSM8514542	pdac14	tumor	frozen	DC_core	HLA-DRA	0.2756152125279642
GSM8514542	pdac14	tumor	frozen	DC_core	HLA-DPA1	0.0894854586129754
GSM8514542	pdac14	tumor	frozen	DC_core	HLA-DPB1	0.046085011185682326
GSM8514542	pdac14	tumor	frozen	mregDC_strict	LAMP3	0.0071588366890380315
GSM8514542	pdac14	tumor	frozen	mregDC_strict	FSCN1	0.07114093959731543
GSM8514542	pdac14	tumor	frozen	mregDC_strict	CCR7	0.0
GSM8514542	pdac14	tumor	frozen	mregDC_strict	CCL19	0.0013422818791946308
GSM8514542	pdac14	tumor	frozen	mregDC_strict	CD80	0.00044742729306487697
GSM8514542	pdac14	tumor	frozen	mregDC_strict	CD86	0.0044742729306487695
GSM8514542	pdac14	tumor	frozen	Tfh_like	CD3D	0.0022371364653243847
GSM8514542	pdac14	tumor	frozen	Tfh_like	CD3E	0.0035794183445190158
GSM8514542	pdac14	tumor	frozen	Tfh_like	CD4	0.010738255033557046
GSM8514542	pdac14	tumor	frozen	Tfh_like	CXCR5	0.0
GSM8514542	pdac14	tumor	frozen	Tfh_like	PDCD1	0.00044742729306487697
GSM8514542	pdac14	tumor	frozen	Tfh_like	ICOS	0.0013422818791946308
GSM8514542	pdac14	tumor	frozen	Tfh_like	BCL6	0.09306487695749441
GSM8514542	pdac14	tumor	frozen	Tfh_like	IL7R	0.009395973154362415
GSM8514542	pdac14	tumor	frozen	Tfh_like	CXCL13	0.0
GSM8514542	pdac14	tumor	frozen	B_cell_strict	MS4A1	0.00044742729306487697
GSM8514542	pdac14	tumor	frozen	B_cell_strict	CD79A	0.00044742729306487697
GSM8514542	pdac14	tumor	frozen	B_cell_strict	CD79B	0.00044742729306487697
GSM8514542	pdac14	tumor	frozen	B_cell_strict	CD22	0.0013422818791946308
GSM8514542	pdac14	tumor	frozen	B_cell_strict	CD37	0.012527964205816556
GSM8514542	pdac14	tumor	frozen	Plasma_cell	MZB1	0.0044742729306487695
GSM8514542	pdac14	tumor	frozen	Plasma_cell	SDC1	0.268903803131991
GSM8514542	pdac14	tumor	frozen	Plasma_cell	XBP1	0.05458612975391499
GSM8514543	pdac15	tumor	frozen	DC_core	FCER1A	0.04305135951661632
GSM8514543	pdac15	tumor	frozen	DC_core	CLEC10A	0.015105740181268883
GSM8514543	pdac15	tumor	frozen	DC_core	CD1C	0.0188821752265861
GSM8514543	pdac15	tumor	frozen	DC_core	CST3	0.7537764350453172
GSM8514543	pdac15	tumor	frozen	DC_core	HLA-DRA	0.7348942598187311
GSM8514543	pdac15	tumor	frozen	DC_core	HLA-DPA1	0.46827794561933533
GSM8514543	pdac15	tumor	frozen	DC_core	HLA-DPB1	0.44410876132930516
GSM8514543	pdac15	tumor	frozen	mregDC_strict	LAMP3	0.014350453172205438
GSM8514543	pdac15	tumor	frozen	mregDC_strict	FSCN1	0.15483383685800603
GSM8514543	pdac15	tumor	frozen	mregDC_strict	CCR7	0.03323262839879154
GSM8514543	pdac15	tumor	frozen	mregDC_strict	CCL19	0.1986404833836858
GSM8514543	pdac15	tumor	frozen	mregDC_strict	CD80	0.0022658610271903325
GSM8514543	pdac15	tumor	frozen	mregDC_strict	CD86	0.04607250755287009
GSM8514543	pdac15	tumor	frozen	Tfh_like	CD3D	0.07401812688821752
GSM8514543	pdac15	tumor	frozen	Tfh_like	CD3E	0.0702416918429003
GSM8514543	pdac15	tumor	frozen	Tfh_like	CD4	0.07175226586102719
GSM8514543	pdac15	tumor	frozen	Tfh_like	CXCR5	0.004531722054380665
GSM8514543	pdac15	tumor	frozen	Tfh_like	PDCD1	0.005287009063444109
GSM8514543	pdac15	tumor	frozen	Tfh_like	ICOS	0.005287009063444109
GSM8514543	pdac15	tumor	frozen	Tfh_like	BCL6	0.0823262839879154
GSM8514543	pdac15	tumor	frozen	Tfh_like	IL7R	0.14274924471299094
GSM8514543	pdac15	tumor	frozen	Tfh_like	CXCL13	0.0015105740181268882
GSM8514543	pdac15	tumor	frozen	B_cell_strict	MS4A1	0.015105740181268883
GSM8514543	pdac15	tumor	frozen	B_cell_strict	CD79A	0.02945619335347432
GSM8514543	pdac15	tumor	frozen	B_cell_strict	CD79B	0.017371601208459216
GSM8514543	pdac15	tumor	frozen	B_cell_strict	CD22	0.009818731117824773
GSM8514543	pdac15	tumor	frozen	B_cell_strict	CD37	0.09818731117824774
GSM8514543	pdac15	tumor	frozen	Plasma_cell	MZB1	0.03625377643504532
GSM8514543	pdac15	tumor	frozen	Plasma_cell	SDC1	0.3300604229607251
GSM8514543	pdac15	tumor	frozen	Plasma_cell	XBP1	0.21450151057401812
GSM8514544	pdac16	tumor	frozen	DC_core	FCER1A	0.002354326074161271
GSM8514544	pdac16	tumor	frozen	DC_core	CLEC10A	0.0005885815185403178
GSM8514544	pdac16	tumor	frozen	DC_core	CD1C	0.002942907592701589
GSM8514544	pdac16	tumor	frozen	DC_core	CST3	0.2672160094173043
GSM8514544	pdac16	tumor	frozen	DC_core	HLA-DRA	0.4714537963507946
GSM8514544	pdac16	tumor	frozen	DC_core	HLA-DPA1	0.1918775750441436
GSM8514544	pdac16	tumor	frozen	DC_core	HLA-DPB1	0.16009417304296644
GSM8514544	pdac16	tumor	frozen	mregDC_strict	LAMP3	0.015891701000588582
GSM8514544	pdac16	tumor	frozen	mregDC_strict	FSCN1	0.02766333137139494
GSM8514544	pdac16	tumor	frozen	mregDC_strict	CCR7	0.055915244261330196
GSM8514544	pdac16	tumor	frozen	mregDC_strict	CCL19	0.13949381989405532
GSM8514544	pdac16	tumor	frozen	mregDC_strict	CD80	0.002354326074161271
GSM8514544	pdac16	tumor	frozen	mregDC_strict	CD86	0.03708063566804003
GSM8514544	pdac16	tumor	frozen	Tfh_like	CD3D	0.023543260741612712
GSM8514544	pdac16	tumor	frozen	Tfh_like	CD3E	0.03001765744555621
GSM8514544	pdac16	tumor	frozen	Tfh_like	CD4	0.04061212477928193
GSM8514544	pdac16	tumor	frozen	Tfh_like	CXCR5	0.0017657445556209534
GSM8514544	pdac16	tumor	frozen	Tfh_like	PDCD1	0.00529723366686286
GSM8514544	pdac16	tumor	frozen	Tfh_like	ICOS	0.007651559741024131
GSM8514544	pdac16	tumor	frozen	Tfh_like	BCL6	0.05885815185403178
GSM8514544	pdac16	tumor	frozen	Tfh_like	IL7R	0.13419658622719247
GSM8514544	pdac16	tumor	frozen	Tfh_like	CXCL13	0.0005885815185403178
GSM8514544	pdac16	tumor	frozen	B_cell_strict	MS4A1	0.00824014125956445
GSM8514544	pdac16	tumor	frozen	B_cell_strict	CD79A	0.01883460859329017
GSM8514544	pdac16	tumor	frozen	B_cell_strict	CD79B	0.00529723366686286
GSM8514544	pdac16	tumor	frozen	B_cell_strict	CD22	0.0011771630370806356
GSM8514544	pdac16	tumor	frozen	B_cell_strict	CD37	0.053560918187168925
GSM8514544	pdac16	tumor	frozen	Plasma_cell	MZB1	0.030606238964096526
GSM8514544	pdac16	tumor	frozen	Plasma_cell	SDC1	0.022954679223072396
GSM8514544	pdac16	tumor	frozen	Plasma_cell	XBP1	0.04473219540906415
GSM8514546	pdac18	tumor	frozen	DC_core	FCER1A	0.04666272888363851
GSM8514546	pdac18	tumor	frozen	DC_core	CLEC10A	0.03071470761961016
GSM8514546	pdac18	tumor	frozen	DC_core	CD1C	0.03721204961606615
GSM8514546	pdac18	tumor	frozen	DC_core	CST3	0.8913171884229178
GSM8514546	pdac18	tumor	frozen	DC_core	HLA-DRA	0.9320732427643237
GSM8514546	pdac18	tumor	frozen	DC_core	HLA-DPA1	0.6391021854695806
GSM8514546	pdac18	tumor	frozen	DC_core	HLA-DPB1	0.6869462492616657
GSM8514546	pdac18	tumor	frozen	mregDC_strict	LAMP3	0.0383933845245127
GSM8514546	pdac18	tumor	frozen	mregDC_strict	FSCN1	0.37920850561134084
GSM8514546	pdac18	tumor	frozen	mregDC_strict	CCR7	0.12108682811577082
GSM8514546	pdac18	tumor	frozen	mregDC_strict	CCL19	0.5121086828115771
GSM8514546	pdac18	tumor	frozen	mregDC_strict	CD80	0.010632014176018901
GSM8514546	pdac18	tumor	frozen	mregDC_strict	CD86	0.11222681630242173
GSM8514546	pdac18	tumor	frozen	Tfh_like	CD3D	0.11340815121086828
GSM8514546	pdac18	tumor	frozen	Tfh_like	CD3E	0.12876550502067335
GSM8514546	pdac18	tumor	frozen	Tfh_like	CD4	0.13171884229178973
GSM8514546	pdac18	tumor	frozen	Tfh_like	CXCR5	0.034258712344949795
GSM8514546	pdac18	tumor	frozen	Tfh_like	PDCD1	0.027170702894270527
GSM8514546	pdac18	tumor	frozen	Tfh_like	ICOS	0.0318960425280567
GSM8514546	pdac18	tumor	frozen	Tfh_like	BCL6	0.20200826934435911
GSM8514546	pdac18	tumor	frozen	Tfh_like	IL7R	0.27406969875959836
GSM8514546	pdac18	tumor	frozen	Tfh_like	CXCL13	0.07855877141169522
GSM8514546	pdac18	tumor	frozen	B_cell_strict	MS4A1	0.1772002362669817
GSM8514546	pdac18	tumor	frozen	B_cell_strict	CD79A	0.2965150620200827
GSM8514546	pdac18	tumor	frozen	B_cell_strict	CD79B	0.14116952155936208
GSM8514546	pdac18	tumor	frozen	B_cell_strict	CD22	0.03898405197873597
GSM8514546	pdac18	tumor	frozen	B_cell_strict	CD37	0.3006497341996456
GSM8514546	pdac18	tumor	frozen	Plasma_cell	MZB1	0.23626698168930893
GSM8514546	pdac18	tumor	frozen	Plasma_cell	SDC1	0.47430596574128764
GSM8514546	pdac18	tumor	frozen	Plasma_cell	XBP1	0.35853514471352627
GSM8514547	pdac19	tumor	frozen	DC_core	FCER1A	0.05402160864345738
GSM8514547	pdac19	tumor	frozen	DC_core	CLEC10A	0.037615046018407365
GSM8514547	pdac19	tumor	frozen	DC_core	CD1C	0.040016006402561026
GSM8514547	pdac19	tumor	frozen	DC_core	CST3	0.8167266906762705
GSM8514547	pdac19	tumor	frozen	DC_core	HLA-DRA	0.7859143657462985
GSM8514547	pdac19	tumor	frozen	DC_core	HLA-DPA1	0.553421368547419
GSM8514547	pdac19	tumor	frozen	DC_core	HLA-DPB1	0.550220088035214
GSM8514547	pdac19	tumor	frozen	mregDC_strict	LAMP3	0.040016006402561026
GSM8514547	pdac19	tumor	frozen	mregDC_strict	FSCN1	0.12805122048819528
GSM8514547	pdac19	tumor	frozen	mregDC_strict	CCR7	0.0740296118447379
GSM8514547	pdac19	tumor	frozen	mregDC_strict	CCL19	0.37254901960784315
GSM8514547	pdac19	tumor	frozen	mregDC_strict	CD80	0.007202881152460984
GSM8514547	pdac19	tumor	frozen	mregDC_strict	CD86	0.06082432973189276
GSM8514547	pdac19	tumor	frozen	Tfh_like	CD3D	0.1056422569027611
GSM8514547	pdac19	tumor	frozen	Tfh_like	CD3E	0.11404561824729892
GSM8514547	pdac19	tumor	frozen	Tfh_like	CD4	0.11564625850340136
GSM8514547	pdac19	tumor	frozen	Tfh_like	CXCR5	0.0024009603841536613
GSM8514547	pdac19	tumor	frozen	Tfh_like	PDCD1	0.008003201280512205
GSM8514547	pdac19	tumor	frozen	Tfh_like	ICOS	0.01520608243297319
GSM8514547	pdac19	tumor	frozen	Tfh_like	BCL6	0.13845538215286116
GSM8514547	pdac19	tumor	frozen	Tfh_like	IL7R	0.2148859543817527
GSM8514547	pdac19	tumor	frozen	Tfh_like	CXCL13	0.006802721088435374
GSM8514547	pdac19	tumor	frozen	B_cell_strict	MS4A1	0.028411364545818326
GSM8514547	pdac19	tumor	frozen	B_cell_strict	CD79A	0.062424969987995196
GSM8514547	pdac19	tumor	frozen	B_cell_strict	CD79B	0.04361744697879152
GSM8514547	pdac19	tumor	frozen	B_cell_strict	CD22	0.012805122048819529
GSM8514547	pdac19	tumor	frozen	B_cell_strict	CD37	0.15606242496998798
GSM8514547	pdac19	tumor	frozen	Plasma_cell	MZB1	0.09843937575030012
GSM8514547	pdac19	tumor	frozen	Plasma_cell	SDC1	0.09963985594237695
GSM8514547	pdac19	tumor	frozen	Plasma_cell	XBP1	0.2424969987995198
GSM8514548	pdac20	tumor	frozen	DC_core	FCER1A	0.004674262342973999
GSM8514548	pdac20	tumor	frozen	DC_core	CLEC10A	0.0058428279287175
GSM8514548	pdac20	tumor	frozen	DC_core	CD1C	0.005550686532281624
GSM8514548	pdac20	tumor	frozen	DC_core	CST3	0.5223488168273445
GSM8514548	pdac20	tumor	frozen	DC_core	HLA-DRA	0.5106631609699095
GSM8514548	pdac20	tumor	frozen	DC_core	HLA-DPA1	0.2182296231375986
GSM8514548	pdac20	tumor	frozen	DC_core	HLA-DPB1	0.1831726555652936
GSM8514548	pdac20	tumor	frozen	mregDC_strict	LAMP3	0.007303534910896874
GSM8514548	pdac20	tumor	frozen	mregDC_strict	FSCN1	0.09319310546304412
GSM8514548	pdac20	tumor	frozen	mregDC_strict	CCR7	0.010809231668127374
GSM8514548	pdac20	tumor	frozen	mregDC_strict	CCL19	0.08968740870581361
GSM8514548	pdac20	tumor	frozen	mregDC_strict	CD80	0.0023371311714869996
GSM8514548	pdac20	tumor	frozen	mregDC_strict	CD86	0.013438504236050247
GSM8514548	pdac20	tumor	frozen	Tfh_like	CD3D	0.013146362839614373
GSM8514548	pdac20	tumor	frozen	Tfh_like	CD3E	0.022202746129126497
GSM8514548	pdac20	tumor	frozen	Tfh_like	CD4	0.03242769500438212
GSM8514548	pdac20	tumor	frozen	Tfh_like	CXCR5	0.0008764241893076249
GSM8514548	pdac20	tumor	frozen	Tfh_like	PDCD1	0.0005842827928717499
GSM8514548	pdac20	tumor	frozen	Tfh_like	ICOS	0.004966403739409875
GSM8514548	pdac20	tumor	frozen	Tfh_like	BCL6	0.06748466257668712
GSM8514548	pdac20	tumor	frozen	Tfh_like	IL7R	0.03710195734735612
GSM8514548	pdac20	tumor	frozen	Tfh_like	CXCL13	0.001460706982179375
GSM8514548	pdac20	tumor	frozen	B_cell_strict	MS4A1	0.004966403739409875
GSM8514548	pdac20	tumor	frozen	B_cell_strict	CD79A	0.014899211218229623
GSM8514548	pdac20	tumor	frozen	B_cell_strict	CD79B	0.009348524685947998
GSM8514548	pdac20	tumor	frozen	B_cell_strict	CD22	0.004674262342973999
GSM8514548	pdac20	tumor	frozen	B_cell_strict	CD37	0.03593339176161262
GSM8514548	pdac20	tumor	frozen	Plasma_cell	MZB1	0.035056967572304996
GSM8514548	pdac20	tumor	frozen	Plasma_cell	SDC1	0.28659070990359337
GSM8514548	pdac20	tumor	frozen	Plasma_cell	XBP1	0.08384458077709611
GSM8514549	pdac21	tumor	frozen	DC_core	FCER1A	0.0044588569112282124
GSM8514549	pdac21	tumor	frozen	DC_core	CLEC10A	0.00040535062829347385
GSM8514549	pdac21	tumor	frozen	DC_core	CD1C	0.0032428050263477908
GSM8514549	pdac21	tumor	frozen	DC_core	CST3	0.2882042967166599
GSM8514549	pdac21	tumor	frozen	DC_core	HLA-DRA	0.25537089582488853
GSM8514549	pdac21	tumor	frozen	DC_core	HLA-DPA1	0.10903931901094446
GSM8514549	pdac21	tumor	frozen	DC_core	HLA-DPB1	0.09850020267531415
GSM8514549	pdac21	tumor	frozen	mregDC_strict	LAMP3	0.0016214025131738954
GSM8514549	pdac21	tumor	frozen	mregDC_strict	FSCN1	0.02553708958248885
GSM8514549	pdac21	tumor	frozen	mregDC_strict	CCR7	0.0012160518848804217
GSM8514549	pdac21	tumor	frozen	mregDC_strict	CCL19	0.009728415079043373
GSM8514549	pdac21	tumor	frozen	mregDC_strict	CD80	0.00040535062829347385
GSM8514549	pdac21	tumor	frozen	mregDC_strict	CD86	0.0064856100526955816
GSM8514549	pdac21	tumor	frozen	Tfh_like	CD3D	0.0032428050263477908
GSM8514549	pdac21	tumor	frozen	Tfh_like	CD3E	0.0036481556546412645
GSM8514549	pdac21	tumor	frozen	Tfh_like	CD4	0.015403323875152006
GSM8514549	pdac21	tumor	frozen	Tfh_like	CXCR5	0.0
GSM8514549	pdac21	tumor	frozen	Tfh_like	PDCD1	0.00040535062829347385
GSM8514549	pdac21	tumor	frozen	Tfh_like	ICOS	0.0
GSM8514549	pdac21	tumor	frozen	Tfh_like	BCL6	0.02229428455614106
GSM8514549	pdac21	tumor	frozen	Tfh_like	IL7R	0.012971220105391163
GSM8514549	pdac21	tumor	frozen	Tfh_like	CXCL13	0.0
GSM8514549	pdac21	tumor	frozen	B_cell_strict	MS4A1	0.00040535062829347385
GSM8514549	pdac21	tumor	frozen	B_cell_strict	CD79A	0.004053506282934738
GSM8514549	pdac21	tumor	frozen	B_cell_strict	CD79B	0.00040535062829347385
GSM8514549	pdac21	tumor	frozen	B_cell_strict	CD22	0.0008107012565869477
GSM8514549	pdac21	tumor	frozen	B_cell_strict	CD37	0.010133765707336847
GSM8514549	pdac21	tumor	frozen	Plasma_cell	MZB1	0.004864207539521687
GSM8514549	pdac21	tumor	frozen	Plasma_cell	SDC1	0.07053100932306446
GSM8514549	pdac21	tumor	frozen	Plasma_cell	XBP1	0.04823672476692339
GSM8514550	pdac22	tumor	frozen	DC_core	FCER1A	0.0075445816186556925
GSM8514550	pdac22	tumor	frozen	DC_core	CLEC10A	0.0027434842249657062
GSM8514550	pdac22	tumor	frozen	DC_core	CD1C	0.0027434842249657062
GSM8514550	pdac22	tumor	frozen	DC_core	CST3	0.26337448559670784
GSM8514550	pdac22	tumor	frozen	DC_core	HLA-DRA	0.2626886145404664
GSM8514550	pdac22	tumor	frozen	DC_core	HLA-DPA1	0.13511659807956103
GSM8514550	pdac22	tumor	frozen	DC_core	HLA-DPB1	0.14060356652949246
GSM8514550	pdac22	tumor	frozen	mregDC_strict	LAMP3	0.004801097393689987
GSM8514550	pdac22	tumor	frozen	mregDC_strict	FSCN1	0.01577503429355281
GSM8514550	pdac22	tumor	frozen	mregDC_strict	CCR7	0.015089163237311385
GSM8514550	pdac22	tumor	frozen	mregDC_strict	CCL19	0.09327846364883402
GSM8514550	pdac22	tumor	frozen	mregDC_strict	CD80	0.0
GSM8514550	pdac22	tumor	frozen	mregDC_strict	CD86	0.006172839506172839
GSM8514550	pdac22	tumor	frozen	Tfh_like	CD3D	0.01783264746227709
GSM8514550	pdac22	tumor	frozen	Tfh_like	CD3E	0.029492455418381344
GSM8514550	pdac22	tumor	frozen	Tfh_like	CD4	0.010973936899862825
GSM8514550	pdac22	tumor	frozen	Tfh_like	CXCR5	0.00823045267489712
GSM8514550	pdac22	tumor	frozen	Tfh_like	PDCD1	0.0027434842249657062
GSM8514550	pdac22	tumor	frozen	Tfh_like	ICOS	0.003429355281207133
GSM8514550	pdac22	tumor	frozen	Tfh_like	BCL6	0.017146776406035666
GSM8514550	pdac22	tumor	frozen	Tfh_like	IL7R	0.045953360768175584
GSM8514550	pdac22	tumor	frozen	Tfh_like	CXCL13	0.0054869684499314125
GSM8514550	pdac22	tumor	frozen	B_cell_strict	MS4A1	0.06172839506172839
GSM8514550	pdac22	tumor	frozen	B_cell_strict	CD79A	0.062414266117969824
GSM8514550	pdac22	tumor	frozen	B_cell_strict	CD79B	0.0541838134430727
GSM8514550	pdac22	tumor	frozen	B_cell_strict	CD22	0.021262002743484224
GSM8514550	pdac22	tumor	frozen	B_cell_strict	CD37	0.07613168724279835
GSM8514550	pdac22	tumor	frozen	Plasma_cell	MZB1	0.025377229080932786
GSM8514550	pdac22	tumor	frozen	Plasma_cell	SDC1	0.012345679012345678
GSM8514550	pdac22	tumor	frozen	Plasma_cell	XBP1	0.04183813443072702
GSM8514551	pdac23	tumor	frozen	DC_core	FCER1A	0.010427177934746047
GSM8514551	pdac23	tumor	frozen	DC_core	CLEC10A	0.012108980827447022
GSM8514551	pdac23	tumor	frozen	DC_core	CD1C	0.011436259670366633
GSM8514551	pdac23	tumor	frozen	DC_core	CST3	0.9458459468550285
GSM8514551	pdac23	tumor	frozen	DC_core	HLA-DRA	0.9690548267743021
GSM8514551	pdac23	tumor	frozen	DC_core	HLA-DPA1	0.7023208879919274
GSM8514551	pdac23	tumor	frozen	DC_core	HLA-DPB1	0.6596030945173226
GSM8514551	pdac23	tumor	frozen	mregDC_strict	LAMP3	0.029599730911537166
GSM8514551	pdac23	tumor	frozen	mregDC_strict	FSCN1	0.15102589976454758
GSM8514551	pdac23	tumor	frozen	mregDC_strict	CCR7	0.014127144298688193
GSM8514551	pdac23	tumor	frozen	mregDC_strict	CCL19	0.06357214934409687
GSM8514551	pdac23	tumor	frozen	mregDC_strict	CD80	0.0016818028927009755
GSM8514551	pdac23	tumor	frozen	mregDC_strict	CD86	0.09216279852001345
GSM8514551	pdac23	tumor	frozen	Tfh_like	CD3D	0.03498150016818029
GSM8514551	pdac23	tumor	frozen	Tfh_like	CD3E	0.05280861083081063
GSM8514551	pdac23	tumor	frozen	Tfh_like	CD4	0.10662630339724184
GSM8514551	pdac23	tumor	frozen	Tfh_like	CXCR5	0.0013454423141607804
GSM8514551	pdac23	tumor	frozen	Tfh_like	PDCD1	0.003363605785401951
GSM8514551	pdac23	tumor	frozen	Tfh_like	ICOS	0.0020181634712411706
GSM8514551	pdac23	tumor	frozen	Tfh_like	BCL6	0.18970736629667004
GSM8514551	pdac23	tumor	frozen	Tfh_like	IL7R	0.07635385132862428
GSM8514551	pdac23	tumor	frozen	Tfh_like	CXCL13	0.007063572149344097
GSM8514551	pdac23	tumor	frozen	B_cell_strict	MS4A1	0.020854355869492094
GSM8514551	pdac23	tumor	frozen	B_cell_strict	CD79A	0.09418096199125463
GSM8514551	pdac23	tumor	frozen	B_cell_strict	CD79B	0.05617221661621258
GSM8514551	pdac23	tumor	frozen	B_cell_strict	CD22	0.009418096199125462
