cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE277116	cohort median of sample-median local r	18	999	0.41363346629497855	0.0002435731751428674	-0.03086598413027551	0.03079587784966625	0	0.001	1.9252690140331152e-05	3.6187722175354264e-05	0.026586026874002074	0.04318791149724288	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
