cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE277116	cohort median of sample-median local r	18	999	0.41363346629497855	-0.001259498080178981	-0.03289241953024479	0.03217868500747449	0	0.001	1.970926181897939e-05	3.9647693826014296e-05	0.026753406539278705	0.0438950625896804	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
