cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE277116	cohort median of sample-median local r	18	999	0.41363346629497855	6.094013314870541e-05	-0.0329467454747969	0.03125905647857097	0	0.001	1.9549178949855583e-05	3.257201685788469e-05	0.0260665857827621	0.04304546188123655	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
