cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target	batching
GSE278687	cohort median of patient-median local r	18	3996	0.41832734324688803	0.000333347453761	-0.0247038106769875	0.025940766351362502	0	0.0002501876407305479	2.1102975888462328e-05	4.578923672488022e-05	0.035034166108854806	0.06184296602425232	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only	four separately seeded deterministic batches of 250 draws; concatenated before inference
