draw	mask_moran_section_median_abs_delta	global_moran_section_median_abs_delta
1	2.0032413800205595e-05	0.022205342659087773
2	2.0126221582913995e-05	0.04120260689700052
3	2.1043867119555082e-05	0.016550565632810314
4	1.834274463253377e-05	0.024977748283340078
5	1.8037052661637465e-05	0.028845488431108526
6	2.4713063724854378e-05	0.020920873474476964
7	1.7600920609393833e-05	0.020210868091204287
8	2.5091814258221268e-05	0.03028203704357953
9	2.178605175999493e-05	0.023857757813189977
10	1.808095407261623e-05	0.024300199045735275
11	2.47291941462488e-05	0.032759417534061155
12	2.9352353803378806e-05	0.03168390065064352
13	2.5881660277879415e-05	0.015869216057707837
14	1.609264519940312e-05	0.02168271354458816
15	1.4735022260445318e-05	0.028934362369988892
16	1.7178978815965418e-05	0.027509490802887573
17	2.7998481075555692e-05	0.028733023124065463
18	2.568984932267704e-05	0.023517613447957813
19	2.3572214919387324e-05	0.024692825116287884
20	1.7101926247736765e-05	0.024305701403710505
21	2.440888809818187e-05	0.032145197544573983
22	1.0634604844780848e-05	0.03361882631750786
23	1.6870408279620608e-05	0.02962969897966337
24	1.9198480210584623e-05	0.02712281063370798
25	3.2201035941897826e-05	0.025402517819970685
26	1.4688336610294873e-05	0.030702104720562222
27	1.3545118852417715e-05	0.025836026306605298
28	1.8063244339110163e-05	0.03242556027522464
29	1.7996259981944984e-05	0.01931142790521501
30	2.8231030700856877e-05	0.025258916320882223
31	1.3895805281861906e-05	0.024303337569907775
32	2.0286165199334683e-05	0.02707465916178057
33	2.0099390758115954e-05	0.032630077855621296
34	2.4834474522769656e-05	0.026421863517717463
35	9.96670975889069e-06	0.020730063135827866
36	2.0542816974243594e-05	0.03374638400679388
37	1.617433085142339e-05	0.028782183476349688
38	2.0293169163576597e-05	0.019055849928221034
39	2.245745892788531e-05	0.020090747788510468
40	2.366800873707109e-05	0.03599955181218038
41	1.0437341969676828e-05	0.021404531442407594
42	1.4383318483628116e-05	0.023630445920538097
43	1.8588076512747465e-05	0.028443867602125774
44	2.4204750769557526e-05	0.025895399998781994
45	2.4129305452605387e-05	0.023944221593432652
46	2.4343854478491023e-05	0.014338750492264615
47	2.1428737649646645e-05	0.03406437319141743
48	2.517238154760293e-05	0.029263681692058313
49	2.6106883510828433e-05	0.03314231719509787
50	2.21948545238021e-05	0.028074033415945592
51	1.9247948407484505e-05	0.030811829968683993
52	2.2948136080051806e-05	0.02889989336073901
53	1.809621053453208e-05	0.02395959687509748
54	1.3559681230471132e-05	0.02556917773258655
55	2.0958623845324098e-05	0.03506653046023963
56	2.1699887503834336e-05	0.027527654982818835
57	1.8518382025212166e-05	0.0277284117474517
58	1.7951357768108966e-05	0.020058282387979187
59	1.2856613390697935e-05	0.029950306255261766
60	2.3194679383400918e-05	0.02749205326595143
61	2.7749090049600245e-05	0.022690738466527253
62	2.1113365096456227e-05	0.043146129486714084
63	1.9603980892408945e-05	0.03183963760900294
64	2.0663939011587862e-05	0.02308841506478237
65	1.1204149937896202e-05	0.026143992414963065
66	1.662158824233817e-05	0.03256986815379199
67	1.8908174053880455e-05	0.023271066218787967
68	2.1567273790927544e-05	0.02521111595970999
69	1.761353958773526e-05	0.023610628567223405
70	1.5140556935591687e-05	0.027306963160913245
71	2.347266389725322e-05	0.0336310267988586
72	1.8504166768608388e-05	0.025840363342421895
73	9.897796327644481e-06	0.02406621915620484
74	2.086411695888246e-05	0.021225798589506732
75	2.2627789623648475e-05	0.03322940127387132
76	1.8833959881746354e-05	0.0355541126114063
77	1.3758463002916388e-05	0.01932890992648518
78	2.0189268689060902e-05	0.025064046919733813
79	1.373409822309768e-05	0.019397608879592784
80	2.1983637114850185e-05	0.01846822287298076
81	2.1605364240225716e-05	0.03206928984082591
82	1.1498835513351624e-05	0.019316325408831173
83	1.2640687968842879e-05	0.02647070214616461
84	2.5298783115079715e-05	0.019217097797205034
85	1.5480978695067704e-05	0.018525502991432897
86	1.920600985122478e-05	0.02540089793205814
87	1.4723773652663974e-05	0.028899286549887403
88	2.2223203358026633e-05	0.03138505003866886
89	2.1991553700570488e-05	0.029324094901698895
90	2.545762689651343e-05	0.03302478105969205
91	1.6134650823854124e-05	0.022560936699972604
92	1.9424080574190206e-05	0.03681669558434328
93	9.818273385878151e-06	0.02938616858459337
94	1.945058126278515e-05	0.027455489747753286
95	2.596647240293848e-05	0.03045668982197601
96	1.7140943853730106e-05	0.02229467434138467
97	1.6765495825082563e-05	0.02745306054057574
98	1.343247682411737e-05	0.024643390361509115
99	1.8706121212956617e-05	0.03153004667153031
100	1.4115796343472375e-05	0.024889806483247748
101	1.4035766947508022e-05	0.03473090110013119
102	1.2427176029970732e-05	0.029943275147550026
103	2.3407445677227356e-05	0.012638464734326373
104	2.0010880772284093e-05	0.033592340959008704
105	1.2707667943940432e-05	0.024778204776672242
106	2.2546727912908793e-05	0.033623672008308014
107	1.7482010241723356e-05	0.030239587800350805
108	1.966165059181374e-05	0.02836753914234804
109	2.9025298883038342e-05	0.02290233244998114
110	1.5825291458819446e-05	0.024566823410850598
111	2.0810599381540507e-05	0.020317601295354516
112	1.4813839055334566e-05	0.03431575063547679
113	2.358553480999448e-05	0.03674034904926955
114	1.8477132163276233e-05	0.03460480463550701
115	1.892519557830652e-05	0.03242027896700415
116	2.8411366584137066e-05	0.02552475041673498
117	1.956043521784273e-05	0.022366923568122483
118	1.8783455172097577e-05	0.029164430689286952
119	1.6703183288723465e-05	0.019846998036240078
120	1.7869580359410053e-05	0.02216139201617337
121	1.8999012507459057e-05	0.02489815870734179
122	1.201535858378483e-05	0.027514997809867082
123	2.193692069357711e-05	0.027206727251832864
124	2.0203804291164806e-05	0.03348163667394837
125	2.928481784357506e-05	0.019411308935352638
126	2.2381276546884488e-05	0.014556552149583967
127	1.2483917542875644e-05	0.017358419231501193
128	1.7621241621232353e-05	0.02193566115324941
129	1.4859997331369279e-05	0.025048319747440484
130	1.3677191182157045e-05	0.024842596566351682
131	1.7672897521608943e-05	0.027005923829058587
132	1.6271361859498956e-05	0.033896647081900225
133	2.1536876730871013e-05	0.036443222001543374
134	1.8287384243684257e-05	0.02473407140982541
135	2.428170369732363e-05	0.014487695508957506
136	2.4697267071979723e-05	0.02606494338253828
137	2.0426881733710822e-05	0.03296477969215667
138	3.0165438071522166e-05	0.022235419265701297
139	2.1878836825812986e-05	0.024594023161533286
140	1.1397954437185331e-05	0.03530555018451248
141	2.073894203481752e-05	0.02052804144540496
142	1.7445925992821965e-05	0.027416755024575988
143	2.5829010720360146e-05	0.04100877918866862
144	2.728078318962185e-05	0.0313300659939283
145	1.9108990320822195e-05	0.0289123422955153
146	2.0919471230028408e-05	0.02803065112457385
147	1.7595062719699683e-05	0.011400568148616057
148	2.3618235322750425e-05	0.033123247933406666
149	1.3293376639217369e-05	0.027877324377548127
150	2.059491784544426e-05	0.024111087197751187
151	2.5244966346593678e-05	0.03824886607241876
152	2.8839792904508665e-05	0.030514830141729864
153	2.0972290365177393e-05	0.029440770792899175
154	1.8431009987447677e-05	0.021622271549918318
155	1.980142407244194e-05	0.04004248163512742
156	1.2549960205790467e-05	0.03552563754549036
157	1.4630871113113786e-05	0.02834804757122487
158	2.111465321998074e-05	0.021683429998202244
159	2.4850886096897118e-05	0.020185399820723548
160	2.866478988823931e-05	0.02535499694324206
161	2.6526405171804768e-05	0.02077334787873981
162	1.560640209391506e-05	0.02444123489510713
163	2.0065122677923042e-05	0.014896474767464946
164	2.582403307117842e-05	0.0169030479801018
165	1.957252304752438e-05	0.018950238722206088
166	1.7710689479366604e-05	0.020522550324115797
167	2.5342346697508622e-05	0.02132293812613703
168	1.5300422680913917e-05	0.027014458244234506
169	1.4387873572829779e-05	0.03484819475672643
170	2.74202014965072e-05	0.019120268719665757
171	2.770647195164677e-05	0.03037137360883809
172	1.682088742776741e-05	0.02551202306153206
173	2.6217618810268906e-05	0.02457056651453366
174	2.3402094261534834e-05	0.027680389936594108
175	2.2922112414246187e-05	0.022525194129258602
176	1.4556234014362346e-05	0.020112241497593455
177	1.3330045567722104e-05	0.01968753854091783
178	1.8745217848628593e-05	0.024620455319283405
179	2.7232266557132567e-05	0.020783939129561155
180	2.132254644137896e-05	0.03977275116888758
181	2.4737538170227502e-05	0.027017160994435203
182	2.336201724037479e-05	0.025651209171206148
183	2.0277291284696852e-05	0.031829977533527565
184	2.69843450095425e-05	0.02697043602348215
185	1.6370946036785294e-05	0.02558480749153937
186	2.037851071663016e-05	0.029509084122598048
187	2.3801283077135027e-05	0.025820632873377648
188	1.8826934488944125e-05	0.02084653284919462
189	2.0138192162108548e-05	0.028934339942284216
190	1.9890948368600503e-05	0.022513055263816015
191	1.171159137328126e-05	0.032309896061892523
192	2.0400662899280886e-05	0.03168294819457463
193	2.2427549950021497e-05	0.02905163250271741
194	1.8315157195969434e-05	0.03264849732483584
195	2.1885188970767987e-05	0.021817383914974398
196	1.9354996829992754e-05	0.017368349082470695
197	1.2922845168440722e-05	0.02698286914970678
198	1.4796028036417885e-05	0.03142765152580537
199	1.5047630678277635e-05	0.02272832534850677
200	3.2267216426719314e-05	0.03341998607630389
201	1.0579632378618364e-05	0.03251268193116097
202	2.099511529876641e-05	0.022782395632970416
203	2.106285266958996e-05	0.024027747721768855
204	1.9110765133473206e-05	0.02473696923539397
205	1.8712665978234955e-05	0.035375355894117916
206	2.415433785653287e-05	0.020878134928084678
207	2.0238611919930205e-05	0.023470943830968465
208	1.9504563691929988e-05	0.02878120461288565
209	1.0758570476734897e-05	0.0346726726812611
210	1.7245141091928873e-05	0.020086227915369397
211	3.0118645927119936e-05	0.02652042953542348
212	1.3947950996621994e-05	0.02860171367666975
213	1.8492230029455714e-05	0.01801114863691504
214	2.5411809743081104e-05	0.025333849828075752
215	2.1804960982002575e-05	0.02232450934909765
216	2.1835099304298722e-05	0.030499650915808436
217	1.4533911607314542e-05	0.029586498709550876
218	1.1798972408515185e-05	0.018675829603906617
219	2.267324724927744e-05	0.024862621340466615
220	2.0504510019267452e-05	0.025829799621477592
221	2.0549403118186316e-05	0.025276575587227096
222	1.648958982547466e-05	0.020670920614737204
223	2.3987856485024883e-05	0.02450085685928651
224	1.285756358844481e-05	0.02643256767509402
225	2.13840366135587e-05	0.036328352841715414
226	1.8146499210357214e-05	0.019356312905601435
227	1.787191527184706e-05	0.023700645401485573
228	2.18522339610408e-05	0.03427508689830876
229	2.0206186548814634e-05	0.03455739948641226
230	2.8783742446650273e-05	0.03220259388331575
231	1.3459083670210037e-05	0.02721674935716256
232	1.9921139898841644e-05	0.020664622575364756
233	1.9135733564878965e-05	0.02036691213917825
