cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE278687	cohort median of patient-median local r	18	999	0.41832734324688803	0.0006153966635235029	-0.02347039623143875	0.02462673743636578	0	0.001	2.0881545327811057e-05	3.8184247378558744e-05	0.03495407147474347	0.054790039809280516	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
