cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE278687	cohort median of patient-median local r	18	999	0.41832734324688803	0.00038548621560600743	-0.02510329110028915	0.02529695742830565	0	0.001	2.1151747878978e-05	3.862557780653919e-05	0.034979990929667304	0.054286328896997145	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
