draw	mask_moran_section_median_abs_delta	global_moran_section_median_abs_delta
1	2.0783979172454836e-05	0.02689829663846718
2	2.3784535651688588e-05	0.03412082029978798
3	2.1304492374772666e-05	0.023755351620631138
4	1.8231009773522766e-05	0.02307329101541017
5	1.242994275398035e-05	0.02162302366790414
6	2.3517630884555343e-05	0.02357746401977998
7	1.9442557213388e-05	0.0384389270822984
8	2.7399356968139943e-05	0.033473953323011674
9	2.1205731438864173e-05	0.026337591231051366
10	1.705608402449276e-05	0.030763246177666025
11	1.4970430707209048e-05	0.019998054925263867
12	1.4098251022359731e-05	0.025189058688654817
13	2.7611480977768332e-05	0.03363611796291985
14	2.045187307020413e-05	0.0269935143703774
15	1.6739129432159425e-05	0.02562207898767578
16	2.0120298139358894e-05	0.03456688288943065
17	1.1610805326509044e-05	0.02370911599458496
18	2.5313149310257632e-05	0.03313974905219137
19	1.8155073016029588e-05	0.027622694439958635
20	1.5403040146882985e-05	0.02538985995699223
21	1.63776652251299e-05	0.023038631440480392
22	2.374399412085476e-05	0.02252985759890115
23	1.2440045943376554e-05	0.024765726914940073
24	2.0837167125635492e-05	0.02046100958256091
25	1.8056998952360737e-05	0.02377305514242342
26	1.8321877071444947e-05	0.022539910871220044
27	1.683785016477063e-05	0.029315327248914794
28	2.3411428491125486e-05	0.032944095218954556
29	2.101993115437295e-05	0.03189070168784948
30	1.888001125903427e-05	0.01949548250602646
31	9.163874646299364e-06	0.02331760839292514
32	2.0643378676875324e-05	0.026178486506398594
33	2.6136676118677926e-05	0.02703550108172255
34	2.4662307895393157e-05	0.028745207890114057
35	2.402780438684471e-05	0.026111252617940152
36	1.6966948160432316e-05	0.0321575540954052
37	1.7764284622370785e-05	0.0255922403206863
38	1.6456871409921414e-05	0.0342371624109444
39	1.8022644401066712e-05	0.03068700556416339
40	2.9067755490511105e-05	0.02183461433777397
41	1.3896494831737438e-05	0.02398616173280936
42	1.5628114232273116e-05	0.026117228788058555
43	1.7855212071912763e-05	0.022614613202940975
44	1.4167733682735051e-05	0.019648998324606502
45	2.8939916184120285e-05	0.03342356885663286
46	3.184034688503978e-05	0.029929859319461117
47	2.617385400303235e-05	0.023824032506488707
48	1.3394802978489162e-05	0.026655483586660395
49	1.9315655374732565e-05	0.02789175593184896
