cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE278687	cohort median of patient-median local r	18	999	0.41832734324688803	0.0004598332232612682	-0.023899276612288647	0.027041785780359873	0	0.001	2.1252278984168482e-05	3.825935687151727e-05	0.03504843367091686	0.06184296602425232	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
