cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE277116	cohort median of sample-median local r	18	999	0.41363346629497855	0.0003637805824732931	-0.032275232329662014	0.028537136414569623	0	0.001	1.956043521784273e-05	3.4877072945999066e-05	0.026312025665470903	0.04939754655178275	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
