cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target
GSE278687	cohort median of patient-median local r	18	999	0.41832734324688803	-0.0003510816922656329	-0.026187230421564397	0.025962224131415655	0	0.001	2.1085526607345084e-05	4.578923672488022e-05	0.0350958285572536	0.051536501906544796	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only
