cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target	batching
GSE277116	cohort median of sample-median local r	18	3996	0.41363346629497855	-6.38214137504e-05	-0.032135241682675	0.0308528009647125	0	0.0002501876407305479	1.951903013602818e-05	3.9647693826014296e-05	0.026402883005421818	0.04939754655178275	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only	four separately seeded deterministic batches of 250 draws; concatenated before inference
