draw	mask_moran_section_median_abs_delta	global_moran_section_median_abs_delta
1	2.706344798626692e-05	0.03491796740943556
2	1.2390858333155563e-05	0.03348398062845878
3	1.9507029450999136e-05	0.03569408440084937
4	1.8355006219522574e-05	0.030527426690879572
5	2.1824909906820178e-05	0.02628842145621549
6	2.915714001733294e-05	0.033626866171782954
7	2.7287895179389787e-05	0.041181883632394285
8	2.3486940715022886e-05	0.04648816823408036
9	1.944971558587305e-05	0.043886741842209025
10	1.4763164822267916e-05	0.03781352097462079
11	1.5075435322864372e-05	0.03718713878235033
12	2.0104559518396847e-05	0.031219037364941665
13	2.90144431895345e-05	0.0324012043622082
14	2.030207997735095e-05	0.038768768445787985
15	2.7057038413519363e-05	0.03103096203834832
16	2.51662279833198e-05	0.03213203249915182
17	1.806198118521618e-05	0.036562075841178904
18	2.0368423113287237e-05	0.03778330348717826
19	2.0076744805863633e-05	0.033821001808746004
20	2.496131357002107e-05	0.04048090336243621
21	1.9870881018221875e-05	0.020731402087676237
22	2.912470648488985e-05	0.03214226437211376
23	2.655588829530986e-05	0.036919789250987406
24	2.271722400126741e-05	0.030345110610120074
25	2.1695971728630248e-05	0.031141110922393467
26	2.0959222023345103e-05	0.02871673494049992
27	1.601527527009261e-05	0.02231264503849767
28	2.135238428219166e-05	0.034963389378186105
29	2.360173145143918e-05	0.035465752497504166
30	2.0731368182487497e-05	0.03125341268598428
31	1.2253454576005574e-05	0.04555375014189214
32	2.1817970626392125e-05	0.028302519293727707
33	1.1337181559489817e-05	0.021434064323093208
34	2.7704614272178185e-05	0.04385072531068459
35	1.5571188650316536e-05	0.03808693525846632
36	1.6095274123217873e-05	0.04040531046650106
37	1.9027857825065775e-05	0.051124654656256936
38	1.8618695848793276e-05	0.03147717650675724
39	2.539701103859704e-05	0.030922335284497976
40	2.4083848605228886e-05	0.032507254383242035
41	1.4079591149851467e-05	0.02764320823019112
42	1.5531122529444108e-05	0.031024213332162848
43	1.3670444032387596e-05	0.0313832914631087
44	1.8085867439544823e-05	0.04482691479181039
45	2.3014619665001623e-05	0.04286903568638217
46	1.6563645116915438e-05	0.028265589020173176
47	2.0892624219892575e-05	0.04070843691564388
48	2.2106182222036974e-05	0.03394038460964502
49	1.3806259834603374e-05	0.045671498789861736
50	1.9305714801534646e-05	0.025014877014894216
51	2.360870507628343e-05	0.03248877135423146
52	1.5596361716718743e-05	0.03841160469698643
53	1.7048537322539303e-05	0.03506921192323231
54	1.7155391667092457e-05	0.037385709613141936
55	1.7693374363247916e-05	0.037316143899573745
56	1.2058837562445301e-05	0.03310535742679019
57	2.703931010193672e-05	0.0335181205380313
58	2.2532126601526592e-05	0.043186893257156335
59	1.9815289486850574e-05	0.038761556832428594
60	2.321938019944625e-05	0.028512701577573213
61	2.419919503338086e-05	0.04132542395867936
62	2.121020135870122e-05	0.03481325827898692
63	2.0076970338137046e-05	0.03555142074736159
64	2.2995454515228886e-05	0.02680634868974205
65	2.4251319861973153e-05	0.022712728914169367
66	2.7956583192184636e-05	0.03747478993948303
67	2.8057660595243172e-05	0.03452154881422789
68	2.0351272184027103e-05	0.030297635965639946
69	1.7527349527868274e-05	0.054286328896997145
70	1.6980218205786546e-05	0.02650004449693144
71	2.1889275460429403e-05	0.03580127910765097
72	2.3496852911558674e-05	0.030629458151715222
73	2.1578791798343433e-05	0.02461626184570223
74	2.1325050671483492e-05	0.03923738548150746
75	1.8139362980486295e-05	0.036052200661938455
76	2.2304218586788327e-05	0.024935619646189226
77	3.862557780653919e-05	0.043213054055735084
78	2.32411027103821e-05	0.03190874621172479
79	1.4835966976656234e-05	0.03947928424440689
80	1.9883196718140095e-05	0.03342201272973533
81	1.6664903570828837e-05	0.03153387058583615
82	2.0858085663821857e-05	0.03408988041118352
83	1.4303893709544102e-05	0.02513958644054548
84	2.7202186629882164e-05	0.03243634412211366
85	2.8070966018700627e-05	0.03323332795647582
86	2.1913696434672225e-05	0.04394681856667737
87	2.5796043544010216e-05	0.03177912186058182
88	2.8763796910954986e-05	0.04739653966877891
89	1.809162993227087e-05	0.03832462044379237
90	2.53329059689833e-05	0.027696240525532295
91	2.5923748559919524e-05	0.027276541158817724
92	2.2407068998496482e-05	0.03262272162920284
93	3.105199395642133e-05	0.039217818927394205
94	1.6839372351779014e-05	0.020840216980256066
95	2.3320313497637857e-05	0.042237248703539454
96	1.9862904743234155e-05	0.02996275889912775
97	2.700838414315676e-05	0.04334832792532345
98	2.4636380678955128e-05	0.030700103856646233
99	3.7994843322897154e-05	0.03590550258869872
100	1.978972653207678e-05	0.029529935463401852
101	2.1331294099702358e-05	0.03297871083811025
102	2.2230167364190034e-05	0.038865199171404824
103	2.8150627696753305e-05	0.039291728493620615
104	1.6007027457021206e-05	0.0211966274588887
105	2.571364824067307e-05	0.018212998112556694
106	2.185537005111593e-05	0.042665052046387125
107	1.7845642922426075e-05	0.03635707824177381
108	1.1534292811976599e-05	0.03330382221487523
109	2.0390666240988065e-05	0.037035448036551455
110	2.0357570546414294e-05	0.03473463323044129
111	1.7101076145775718e-05	0.03966725153106203
112	1.4457269038370413e-05	0.02813334900068898
113	2.2395047740680907e-05	0.03903680386673686
114	2.3312046315115964e-05	0.025602456982902894
115	2.9299170851010414e-05	0.036113407900943265
116	2.9291612539616985e-05	0.04458007716752227
117	2.6034638898997375e-05	0.039113667906481575
118	2.2650371451271578e-05	0.03699331386078322
119	2.5256992993882843e-05	0.045840790499130216
120	1.860238176271123e-05	0.04245223699399922
121	1.7442336090328636e-05	0.030388804435915795
122	3.316379886320053e-05	0.04342067900123733
123	2.4804427097319115e-05	0.02744228530144542
124	2.3259437647457637e-05	0.033696867610671546
125	3.198600409895502e-05	0.032205750352138934
126	2.3844163908881555e-05	0.032931594813749354
127	2.8421733559880202e-05	0.03068750909934935
128	1.5722251804128895e-05	0.03888750286728787
129	2.9112448406809488e-05	0.02912115368626339
130	1.8117845487886086e-05	0.04017010009384549
131	2.788860877442345e-05	0.027308282041869275
132	3.1038814381267876e-05	0.024081797094558877
133	1.9916848316300917e-05	0.018224139971683408
134	3.387282059144625e-05	0.03558184300453282
135	1.8666523437405047e-05	0.042796724293057975
136	1.969894530295946e-05	0.04615915608217436
137	2.2838856512163996e-05	0.030732142231932658
138	2.176095092962238e-05	0.04062213958436187
139	1.9658073998632397e-05	0.032116438639113426
