cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_add_one_monte_carlo_p	mask_moran_abs_delta_draw_section_median	mask_moran_abs_delta_draw_section_median_max	global_moran_abs_delta_draw_section_median	global_moran_abs_delta_draw_section_median_max	calibration_target	batching
GSE278687	cohort median of patient-median local r	18	1000	0.41832734324688803	-0.000417589116506	-0.023892180913550002	0.025529030480272497	0	0.000999000999000999	2.0850697717206268e-05	3.862557780653919e-05	0.03523045784602023	0.05809581561802235	DC-core-mask induced-subgraph outcome Moran I; whole-section Moran I is audit only	four separately seeded deterministic batches of 250 draws; concatenated before inference
