cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_monte_carlo_p	global_moran_abs_delta_per_draw_section_median	global_moran_abs_delta_per_draw_section_median_max	mask_moran_abs_delta_per_draw_section_median	mask_moran_abs_delta_per_draw_section_median_max	graph_null_target
GSE277116	cohort median of sample-median local r	18	999	0.41363346629497855	-0.000303047731137966	-0.02976201225080954	0.028216619262474967	0	0.001	1.5995810674032662e-05	3.1465366848455745e-05	0.027026284631191402	0.04946217312230106	global outcome Moran I; mask Moran I is an audit, not separately calibrated
