draw	global_moran_section_median_abs_delta	mask_moran_section_median_abs_delta
1	2.757239631445696e-05	0.03457438066487464
2	1.9385418545403432e-05	0.03752285884328673
3	1.9607016044198566e-05	0.04456549167127061
4	2.8743062699065902e-05	0.03642035553765209
5	1.952796011803204e-05	0.028797618788601376
6	2.861803611585445e-05	0.026247580638005988
7	2.5857403122026e-05	0.03737430687188564
8	3.2344536189110595e-05	0.027641676521548947
9	2.7913084244088338e-05	0.0419471000391263
10	2.5687824796782888e-05	0.033363714483714724
11	2.1996268283697162e-05	0.038638187056221164
12	1.8348401022633132e-05	0.031414954397649714
13	1.3957791657775998e-05	0.04254436133120772
14	3.248613695769342e-05	0.032279090346789774
15	2.9929057996397335e-05	0.02995392549299133
16	2.4376127372105483e-05	0.0360574676564277
17	2.3847637845172964e-05	0.02902597020432146
18	2.4075819881341776e-05	0.04036677351436188
19	2.247198012955698e-05	0.038245387357535104
20	1.760912017109706e-05	0.029410265993274426
21	2.1704815016884704e-05	0.043728064806845435
22	1.5847989916883964e-05	0.0382834307940806
23	2.613436267584479e-05	0.03565345762955918
24	2.264499511184237e-05	0.0380360332075957
25	2.200914212133198e-05	0.03451538488787777
26	1.4922833216746145e-05	0.04073202790195088
27	1.7640321927359093e-05	0.036536898075062885
28	2.34063849199051e-05	0.03570363652058195
29	2.782132005532678e-05	0.035088811290553024
30	1.7684189032279862e-05	0.038650717481556324
31	2.69671611237976e-05	0.03685182091826289
32	2.0347677812115883e-05	0.04426138698803925
33	1.431542686747278e-05	0.02667250155357917
34	3.11967088376941e-05	0.030935841081624837
35	2.469867828175376e-05	0.0395775672156988
36	1.6867108635659767e-05	0.04051610946677631
37	2.327605930851906e-05	0.03256856362827634
38	1.892258928329338e-05	0.026606407318767955
39	2.7850733625156554e-05	0.051249074978214376
40	2.305942616229184e-05	0.02598280506585083
41	2.714999306296234e-05	0.027651753232031034
42	1.53263872224238e-05	0.029818377441651833
43	1.6201972556167954e-05	0.03695472969823216
44	1.9369096106447437e-05	0.03644729048733664
45	1.5813281595902784e-05	0.03705366018086925
46	2.4617608804219926e-05	0.027294426784949505
47	1.9652108675244362e-05	0.03491023813457088
48	2.6237031958309398e-05	0.03724018188365169
49	2.22665789501586e-05	0.029229601425142387
50	2.4285084797098788e-05	0.023853571373387034
51	3.170287508699743e-05	0.02887474170717194
52	3.069333106642258e-05	0.033418393714543276
53	2.2251247203730617e-05	0.03746570967210239
54	2.2125337586033356e-05	0.04051002573414718
55	1.5407764052066675e-05	0.033980903591077076
56	3.2053959444833247e-05	0.03498155475378972
57	1.8193582551506715e-05	0.03575932722912552
58	2.540359426903005e-05	0.04232960471124769
59	2.4854889385542145e-05	0.036060939599858566
60	1.7945445497283274e-05	0.028267710053861195
61	1.4967592660009021e-05	0.021913084508826064
62	1.6229036514381345e-05	0.03531450022537222
63	2.700840171729335e-05	0.04744190994031078
64	2.6461140090083823e-05	0.02813331151817161
65	1.9266528550068718e-05	0.0322932947672928
66	2.0920386860218132e-05	0.0375770615816996
67	2.4974364623980838e-05	0.03791479239046448
68	1.8955912706286604e-05	0.03821576520647069
69	2.4145235635000817e-05	0.02563156856595547
70	2.438097611723311e-05	0.0337197200776686
71	2.3526251160879696e-05	0.02314971671776081
72	2.3897667931427335e-05	0.03930635025414797
73	2.6414828810827906e-05	0.04568598300319485
74	1.4087426698450312e-05	0.03788859947065082
75	2.1217174282606166e-05	0.03729143381981179
76	3.342995186225717e-05	0.040118147750880184
77	2.7519648713142386e-05	0.04583911436770746
78	2.8793848314077886e-05	0.03035183462372218
79	2.1053593939418525e-05	0.027825696791418466
80	2.1310471349955673e-05	0.035979991108212234
81	2.405580450032252e-05	0.03690701893695475
82	2.1760953323485266e-05	0.035762549934392485
83	2.2540195473083613e-05	0.036300367528050825
84	1.797086912119772e-05	0.039230799038080647
85	2.2631757417845844e-05	0.024718649964384165
86	2.0174462489155887e-05	0.040101563412987054
87	2.1209038526440183e-05	0.04855140293997193
88	1.6984104305728387e-05	0.03324220886349594
89	2.164650229874443e-05	0.02718299080823508
90	2.3841952390468713e-05	0.04157594034328241
91	1.770333098613519e-05	0.05242646583199176
92	1.78011352101326e-05	0.035664140844152314
93	1.8272121490386928e-05	0.0315135085482616
94	1.2449139976777879e-05	0.04169735272918462
95	2.557358108173924e-05	0.03766175471093458
96	2.2127983596770262e-05	0.024046041952711872
97	1.7889367224882546e-05	0.03160953248877657
98	2.015861920331985e-05	0.03355880851319787
99	2.7113448985191524e-05	0.03380052219839913
100	2.3732259948658352e-05	0.0422564765459782
101	2.5776372926028523e-05	0.03342485160134012
102	1.7637238717643777e-05	0.042201443345235734
103	2.1721041981587197e-05	0.02065032271598513
104	3.0470123058096155e-05	0.02676447771318277
105	2.2974215057230962e-05	0.03358175570318385
106	2.6134957010578996e-05	0.04443253307922479
107	2.3040221526549054e-05	0.036021348167822376
108	2.1225089386095464e-05	0.04857743910659673
109	2.4637341512645516e-05	0.027446234963093855
110	1.6819178811577906e-05	0.03748320934260748
111	1.8551233696706415e-05	0.03321137473278505
112	1.9437743835837296e-05	0.024111146647959047
113	2.252089642994226e-05	0.03823230653247233
114	2.1139585626051005e-05	0.04191125059741413
115	1.555123999791297e-05	0.03332696142047381
116	2.1853598304269473e-05	0.036948773602709456
117	2.8864887301777165e-05	0.029444438515521504
118	1.527504665074786e-05	0.045979785790581984
119	2.6869977225285613e-05	0.04129221690778723
120	2.540139945048092e-05	0.04226219038991749
121	1.9718774832117036e-05	0.03824340800093787
122	2.771580399607565e-05	0.04257764119848953
