draw	global_moran_section_median_abs_delta	mask_moran_section_median_abs_delta
1	1.8960285099593396e-05	0.037883388182260946
2	9.432048220479883e-06	0.030775659783159243
3	1.5498466473383432e-05	0.024862699078771817
4	1.9498719839056156e-05	0.03302915765853723
5	1.1006874301083824e-05	0.027851613441396278
6	1.2927246694140193e-05	0.02726875436176751
7	1.311440995438451e-05	0.026334879964092214
8	1.9056389212110392e-05	0.027026284631191402
9	1.3985056885254532e-05	0.02142184294986045
10	1.8531845338218278e-05	0.023854111435459853
11	1.3388032049671539e-05	0.023386626088213
12	1.831411649332211e-05	0.035150061757971196
13	1.1886639406044619e-05	0.025918956637243626
14	2.140471343282241e-05	0.021948231902391008
15	1.8307279262745266e-05	0.03182283452787824
16	2.242972523374201e-05	0.025268072787276843
17	2.1891328564720147e-05	0.03004157957421641
18	2.1706458779288673e-05	0.028912660317056728
19	1.284595296165321e-05	0.0323161614289302
20	1.576635336155395e-05	0.024381319420644712
21	1.4863443662506415e-05	0.02087552859257967
22	9.357534481016505e-06	0.031030763933521485
23	2.183906974777619e-05	0.025066934340358907
24	1.5858732389545382e-05	0.028811619272359545
25	2.058911246498492e-05	0.035234723406185935
26	1.551226866780553e-05	0.030723810163648453
27	2.0888730541961283e-05	0.017975996112273462
28	1.547338227265993e-05	0.02042471475997057
29	1.5106069976931341e-05	0.03267795708765357
30	1.304813431869667e-05	0.03373158198466064
31	1.443585522444002e-05	0.027710969916728476
32	1.3742983783614215e-05	0.0359291711741163
33	1.468966737243338e-05	0.03164460837833304
34	1.9274758491769073e-05	0.025309251712806125
35	1.616021603827872e-05	0.03256217413174186
36	2.107768504249624e-05	0.02086908609375382
37	1.911595319807613e-05	0.034494506590834924
38	1.6578264676292767e-05	0.03411555256108021
39	1.588783179707568e-05	0.029031218422193847
40	1.5037131707489396e-05	0.028013729861430442
41	1.1225974987991508e-05	0.02416159004647149
42	1.4101858838641568e-05	0.025567031122342463
43	1.7914095896732346e-05	0.021829527744669473
44	1.3534040221335752e-05	0.01861335435882152
45	1.9622763607958504e-05	0.02704193666904967
46	1.5818299331343474e-05	0.020128611227686867
47	1.2214511455683336e-05	0.03425649446063206
48	2.331187304235871e-05	0.019365842183486345
49	1.5524903768840415e-05	0.02759842728560228
50	1.9255113134386548e-05	0.031284553219757386
51	1.96911867775193e-05	0.019805370784571362
52	9.714818778244066e-06	0.020270617704463402
53	1.4137895521685456e-05	0.022038592178611073
54	1.996253039999573e-05	0.02854443698545757
55	2.0951522812243106e-05	0.0270736361066998
56	1.8998818168747267e-05	0.029721706407282066
57	1.2348416902709103e-05	0.025779003247418376
58	1.783077087041951e-05	0.021290224818863474
59	2.0550254683872338e-05	0.0328259126973896
60	1.9002044251592576e-05	0.022923868062386485
61	1.2105396838893445e-05	0.016827878431915196
62	1.7429210986529692e-05	0.033188098690718676
63	1.5466364955231404e-05	0.01589362749743474
64	3.066961302454485e-05	0.0370624116244839
65	1.8544598323427808e-05	0.0237166782671668
66	2.1087115868539952e-05	0.02765785648164798
67	1.4526921152648031e-05	0.028859038596552665
68	1.8329309875303457e-05	0.02072045913235768
69	1.447648043893801e-05	0.03035392545344087
70	2.0442044863774878e-05	0.03449820382832277
71	1.5018457531115748e-05	0.02707494001874812
72	1.7862104009488955e-05	0.026198481171651456
73	1.4284196522499487e-05	0.03271164215017794
74	2.284468034223497e-05	0.026227217807628746
75	8.18750799034141e-06	0.02653284672847392
76	1.5373335354014472e-05	0.015346507474328218
77	1.6150894429432794e-05	0.03152611262837629
78	1.6757517397507707e-05	0.030165339570879614
79	1.3501047072324301e-05	0.022464085180541882
80	1.6352329443580782e-05	0.038774638854950694
81	1.0062492916726451e-05	0.027471898457672422
82	2.6030333647369952e-05	0.031505177208324575
83	1.395418435848339e-05	0.027382468544281058
84	1.0707807262776148e-05	0.02792120398336418
85	1.7254937485900075e-05	0.03738757350801444
86	1.4596393492119497e-05	0.02543986660597567
87	1.6743843192307262e-05	0.02357045932062174
88	1.6265449330341714e-05	0.02329361478413128
89	1.929647833104342e-05	0.02775576313069972
90	1.526720320281505e-05	0.022399357698537778
91	1.3754607067383712e-05	0.025973834520139544
92	1.5458264157920676e-05	0.035347828029833835
93	2.232330359317261e-05	0.022357385906087247
94	2.1417229249606415e-05	0.02177123825163506
95	1.9946893533816235e-05	0.04085116587667311
96	1.052875810605286e-05	0.028355512670028317
97	1.058158361649103e-05	0.02555508503834886
98	1.6986016444307805e-05	0.0331107751988939
99	1.3234187950655896e-05	0.023790885818643547
100	1.1180058052829428e-05	0.03291828486103601
101	2.0770800223668395e-05	0.03557516367028817
102	1.3657593674980956e-05	0.03302473699788789
103	1.984189507756029e-05	0.029697188992631865
104	1.4515752423886752e-05	0.02955252311721436
105	1.9620728262823017e-05	0.024017512637671525
106	1.8364555877552202e-05	0.02269180834711562
107	2.0840187468999793e-05	0.03898831320153405
108	2.1540602025795115e-05	0.03287991373926981
109	1.554264467924435e-05	0.02632752303145816
110	2.1966843893852367e-05	0.025918396812996677
111	2.2122830520512893e-05	0.024098386770449936
112	1.1944374130217969e-05	0.023144250104553295
113	2.1398617457452085e-05	0.02584921905037153
114	7.853117935489873e-06	0.031190529518667277
115	2.1064848982163542e-05	0.02539203915856445
116	1.835906234632506e-05	0.02998323452529688
117	1.7608410943344144e-05	0.02613820665967738
118	1.3635582650276673e-05	0.017090150835444254
119	1.4544633793966977e-05	0.033065776703471286
120	2.1830857379792623e-05	0.0230679912719874
121	2.1192973990620534e-05	0.032803754200452125
122	1.3812830988620128e-05	0.0351233493607926
123	1.569423244577109e-05	0.03687468355249214
124	1.363540179495637e-05	0.029403371283813415
125	9.672280483800748e-06	0.030484436248252013
126	1.5522632848721796e-05	0.02808321127740679
127	2.037234959249845e-05	0.020839707811608432
128	2.04742892176632e-05	0.022257721136585827
129	1.6082562189528166e-05	0.02033319848739631
130	1.7658283922923623e-05	0.031819104150516905
131	1.878679912259429e-05	0.026477980219208632
132	1.9027003084245986e-05	0.02649318584392638
133	1.1699088107236348e-05	0.026363905576795837
134	1.60889725044841e-05	0.018497561834090973
135	2.375004724415597e-05	0.0342399607708659
136	1.5234507275679182e-05	0.03397025514170431
137	1.6996768911752003e-05	0.027507310173519782
138	1.7815218724615695e-05	0.017077997986441884
139	1.647039916664178e-05	0.021452505187513925
140	1.9449336949362017e-05	0.02676312798517661
141	8.421669300661544e-06	0.029671281185795255
142	9.656860135629636e-06	0.025471931947368458
143	1.5409817173552e-05	0.029513333462937885
144	1.606960102750951e-05	0.023734068184821246
145	2.0729010053018027e-05	0.02171640469541255
146	1.4537540077325106e-05	0.027708901383866995
147	1.8595010494556335e-05	0.022422844081439096
148	1.4234210764667993e-05	0.02777962774855833
149	1.4613296552064281e-05	0.026980866747566567
150	1.8341594137619155e-05	0.03098649919969687
151	1.6893872479975015e-05	0.023269582066319607
152	2.2732810913798918e-05	0.027816830614222486
153	2.3571245215160685e-05	0.024173592262561577
154	1.5786279992817398e-05	0.030883270087631656
155	2.365751120818327e-05	0.03322937397443598
156	1.6299607936146737e-05	0.024609962749889414
157	1.529475002092287e-05	0.02777915256490717
158	1.8106266957626516e-05	0.024045536909975917
159	1.8911184760113386e-05	0.02051172732336263
160	8.256895528677144e-06	0.028870253735136055
161	1.6493995030683953e-05	0.02532844498971233
162	1.1129303232297258e-05	0.02235401660819209
163	1.654436492443817e-05	0.031263746655444055
164	1.470704107073284e-05	0.029708182336221304
165	1.8598795012352703e-05	0.029252117118855524
166	1.5435499772229952e-05	0.026076255482739383
167	1.8674247176671266e-05	0.026991055750634457
168	1.835696044023144e-05	0.03155050091562071
169	2.1299682768011197e-05	0.020535011694176507
170	1.1632309890777237e-05	0.028731320343892697
171	1.8808401070095904e-05	0.03033639983289702
172	1.556137872385857e-05	0.03347448360107523
173	1.5088148010405922e-05	0.025110402333277854
174	1.8642445252563256e-05	0.01482327741226349
175	1.7605551062931796e-05	0.022044316520776146
176	1.545384300335323e-05	0.030515286086602846
177	1.5633655073985647e-05	0.025865956756511876
178	1.8132583582938615e-05	0.0355524773317872
179	1.6822653648166513e-05	0.021375112051223673
180	1.7002127555232338e-05	0.026671554061973544
181	2.1851692647172072e-05	0.02286329375428284
182	1.598329305072671e-05	0.04084687601330806
183	1.9127100438609546e-05	0.030164681358233
184	1.76949354154729e-05	0.03077854752795081
185	1.2874958506468165e-05	0.018305364193008565
186	1.7659443509142336e-05	0.026379407300108466
187	2.2156450629490926e-05	0.024930076010593064
188	2.066363610946781e-05	0.03781734710277338
189	1.5683940039314462e-05	0.033773631884425975
190	2.1612614064477065e-05	0.027035531127905358
191	1.3438311371698555e-05	0.02875070976576723
192	1.588952700730048e-05	0.03229071702451296
193	2.360128415887508e-05	0.020579479203469125
194	2.1305246559884597e-05	0.031843786459135395
195	1.2600933516709878e-05	0.025440415070282336
196	1.7925675451738177e-05	0.03440028966695297
197	1.81444966884034e-05	0.02814791542762392
198	3.1465366848455745e-05	0.03062356497748263
199	1.871236635286183e-05	0.041737983704591475
200	2.524753436614069e-05	0.031806588503582874
201	1.4416270498089807e-05	0.01989098154789877
202	1.5559654673190718e-05	0.019173559353537636
203	1.1705019758681545e-05	0.029875372485294774
204	8.124599605419114e-06	0.0238058724525069
205	1.7784661470322816e-05	0.03808390543776511
206	1.8445172144158917e-05	0.03290683865612684
207	1.1548108756320036e-05	0.02849932754819505
208	1.9221849082743173e-05	0.021030712996051543
209	1.7127458482327218e-05	0.02678325600405166
210	1.8173001489832363e-05	0.03273612859588979
211	1.802375009786472e-05	0.034282450127488276
212	1.5425584253943303e-05	0.019624826803587726
213	1.565969364113358e-05	0.024110024484718093
214	1.0602237950792931e-05	0.03824387277426753
215	1.1448597340500688e-05	0.024037459698158143
216	1.3738062242446558e-05	0.023823541761382065
217	1.579279311551135e-05	0.024429147175556415
218	1.6464740211162218e-05	0.02610061390092774
219	1.4018201712262535e-05	0.030318779523585176
220	1.6214769099465176e-05	0.02292312377873918
221	1.4204003594787962e-05	0.027077589967416944
222	1.7546401164462988e-05	0.0283208222887354
223	1.3588657675445495e-05	0.027179261217123066
224	1.7310493953717754e-05	0.021480808633849893
225	1.5636480077296788e-05	0.019948387339963958
226	1.2286857818170904e-05	0.024087864997743895
227	1.3543853726795396e-05	0.023533243035310153
228	1.1849283529447724e-05	0.02958380261935385
229	1.2446883617546478e-05	0.014756993467352566
230	1.0193943010484291e-05	0.028586880928339477
231	1.62906230387937e-05	0.018158381554357464
232	1.0524646238095625e-05	0.0464178795734846
233	1.1536377750091115e-05	0.030503469952733935
234	1.859902449930645e-05	0.0283103497888766
235	1.6444129397434615e-05	0.02805597070349595
236	1.2229815846056397e-05	0.021645972570756705
237	1.640010928851115e-05	0.027769897271767312
238	1.7012942452321322e-05	0.03201417417949833
239	1.957266652843556e-05	0.0273526941898507
240	1.478785317122859e-05	0.029573717556847373
241	1.5505811457107964e-05	0.03272944995787033
242	1.809129451865732e-05	0.023758283378275652
243	2.2485810795825484e-05	0.037032531027264726
244	1.0912859587854096e-05	0.031069194339288744
245	1.3474638205779321e-05	0.03168695039369286
246	1.556634897131523e-05	0.030972117822385556
247	1.3496553749922646e-05	0.029889528704974928
248	1.481830331050149e-05	0.020491639946368472
249	1.5029990021252215e-05	0.02104679788188299
250	1.5872697847370276e-05	0.03409668144130329
251	1.2667882936023833e-05	0.029164129399002217
252	1.4002482794164828e-05	0.021051100790090038
253	1.6136372752162398e-05	0.023131671157707916
254	1.8277823798124038e-05	0.02520436296916975
255	1.8165824158415667e-05	0.02871790326204987
256	1.537258703976363e-05	0.029230083347155125
257	1.7715996822507962e-05	0.0286405067587584
258	2.1869494322068403e-05	0.02739897188061524
259	1.9063526377122164e-05	0.027697393277525226
260	1.9757942271166062e-05	0.025630292039726915
261	2.187716681374685e-05	0.023574584923339158
262	1.5262119401678043e-05	0.026459924120423348
263	1.2896416767677749e-05	0.02751559721754245
264	1.3962365200611247e-05	0.018282548653789102
265	1.557362276560087e-05	0.03096007790846704
266	1.298658691639698e-05	0.03891844968364355
267	1.6903789201716535e-05	0.02525488465615806
268	1.2368564514878e-05	0.041721184431372085
269	1.675503993978783e-05	0.02888178013359052
270	1.4475363149538123e-05	0.02128285610527406
