cohort	statistic	n_units	n_null_draws	observed	null_median	null_ci_low	null_ci_high	n_as_or_more_extreme	two_sided_monte_carlo_p	global_moran_abs_delta_per_draw_section_median	global_moran_abs_delta_per_draw_section_median_max	mask_moran_abs_delta_per_draw_section_median	mask_moran_abs_delta_per_draw_section_median_max	graph_null_target
GSE278687	cohort median of patient-median local r	18	999	0.41832734324688803	-0.0002983966170749758	-0.02575826492686313	0.02468970670406584	0	0.001	2.180318756317412e-05	3.839928600063436e-05	0.0350073082357624	0.05761190572112147	global outcome Moran I; mask Moran I is an audit, not separately calibrated
