program	Level 3 Annotation	cells	gene_coverage	score_zero_fraction	detection_layer	gene	gene_detection_fraction
Treg	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	CTLA4	0.0
Treg	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	TIGIT	0.0008490766291657822
Treg	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	IKZF2	0.06261940140097644
Treg	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	TNFRSF4	0.0
Treg	myCAF	10566	1.0	0.9768124171872042	raw UMI counts (same sparse zero pattern as X verified globally)		
Treg	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	FOXP3	0.0015142911224682945
Treg	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	IL2RA	0.001135718341851221
Treg	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	CTLA4	0.0007571455612341472
Treg	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	TIGIT	0.0015142911224682945
Treg	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	IKZF2	0.017035775127768313
Treg	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	TNFRSF4	0.001608934317622563
exhausted_CD8	ADM	3233	1.0	0.9505103618929787	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.003093102381688834
exhausted_CD8	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0003093102381688834
exhausted_CD8	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.004021033096195484
exhausted_CD8	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.029693782864212804
exhausted_CD8	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.012681719764924219
exhausted_CD8	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0018558614290133002
exhausted_CD8	Acinar	5171	1.0	0.9549410172113711	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0019338619222587507
exhausted_CD8	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0005801585766776252
exhausted_CD8	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0007735447689035003
exhausted_CD8	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.018951846838135757
exhausted_CD8	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.022239412105975635
exhausted_CD8	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0038677238445175015
exhausted_CD8	Acinar (REG+)	186	1.0	0.9731182795698925	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0
exhausted_CD8	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.0
exhausted_CD8	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.026881720430107527
exhausted_CD8	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	Adipocyte	531	1.0	0.8926553672316384	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.005649717514124294
exhausted_CD8	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0
exhausted_CD8	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.0583804143126177
exhausted_CD8	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.04519774011299435
exhausted_CD8	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0018832391713747645
exhausted_CD8	Alpha	2723	1.0	0.9654792508262945	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.008079324274697026
exhausted_CD8	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0014689680499449136
exhausted_CD8	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0014689680499449136
exhausted_CD8	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.01872934263679765
exhausted_CD8	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.005141388174807198
exhausted_CD8	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0007344840249724568
exhausted_CD8	B	1573	1.0	0.6319135410044501	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.024793388429752067
exhausted_CD8	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.012078830260648443
exhausted_CD8	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.007628734901462174
exhausted_CD8	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.04831532104259377
exhausted_CD8	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.30896376350921806
exhausted_CD8	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.003178639542275906
exhausted_CD8	Beta	3152	1.0	0.9581218274111675	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.014911167512690355
exhausted_CD8	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0006345177664974619
exhausted_CD8	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.019352791878172588
exhausted_CD8	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.006345177664974619
exhausted_CD8	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0009517766497461929
exhausted_CD8	CAF	44369	1.0	0.8643196826613175	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0004507651738826658
exhausted_CD8	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.000698686019518132
exhausted_CD8	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.00342581532150826
exhausted_CD8	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.010773287655795714
exhausted_CD8	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.09617074984786675
exhausted_CD8	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.032770628141269804
exhausted_CD8	CD4+ T	1839	1.0	0.8733007069059271	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.028276237085372486
exhausted_CD8	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.017400761283306143
exhausted_CD8	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.010331702011963024
exhausted_CD8	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.0413268080478521
exhausted_CD8	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.04187058183795541
exhausted_CD8	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.002175095160413268
exhausted_CD8	CD8+ T	2526	1.0	0.7731591448931117	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.09065716547901821
exhausted_CD8	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.056215360253365
exhausted_CD8	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.023357086302454474
exhausted_CD8	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.05779889152810768
exhausted_CD8	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.0384006334125099
exhausted_CD8	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0011876484560570072
exhausted_CD8	CD8+ T (dysfunctional)	967	1.0	0.7166494312306101	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.10444674250258532
exhausted_CD8	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.10031023784901758
exhausted_CD8	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.03929679420889348
exhausted_CD8	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.05377456049638056
exhausted_CD8	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.03516028955532575
exhausted_CD8	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142	1.0	0.704225352112676	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.07042253521126761
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.06338028169014084
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.014084507042253521
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.1267605633802817
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.06338028169014084
exhausted_CD8	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.007042253521126761
exhausted_CD8	CD8+ T (terminally dysfunctional)	419	1.0	0.5107398568019093	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.23627684964200477
exhausted_CD8	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.17422434367541767
exhausted_CD8	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.050119331742243436
exhausted_CD8	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.1718377088305489
exhausted_CD8	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.08591885441527446
exhausted_CD8	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.011933174224343675
exhausted_CD8	Delta	556	1.0	0.9766187050359713	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0035971223021582736
exhausted_CD8	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0017985611510791368
exhausted_CD8	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0
exhausted_CD8	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.008992805755395683
exhausted_CD8	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.007194244604316547
exhausted_CD8	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0017985611510791368
exhausted_CD8	Dendritic (activated)	91	1.0	0.6043956043956044	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.02197802197802198
exhausted_CD8	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.01098901098901099
exhausted_CD8	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.1978021978021978
exhausted_CD8	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.23076923076923078
exhausted_CD8	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	Dendritic (conventional type 1)	181	1.0	0.2154696132596685	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.016574585635359115
exhausted_CD8	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.5248618784530387
exhausted_CD8	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.6243093922651933
exhausted_CD8	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0055248618784530384
exhausted_CD8	Dendritic (conventional type 2)	1008	1.0	0.24503968253968253	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.001984126984126984
exhausted_CD8	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.001984126984126984
exhausted_CD8	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.001984126984126984
exhausted_CD8	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.39186507936507936
exhausted_CD8	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.6408730158730159
exhausted_CD8	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.00496031746031746
exhausted_CD8	Dendritic (plasmacytoid)	139	1.0	0.6187050359712231	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0
exhausted_CD8	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.09352517985611511
exhausted_CD8	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.3237410071942446
exhausted_CD8	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.007194244604316547
exhausted_CD8	Ductal	24627	1.0	0.9709668250294392	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.004060583911966541
exhausted_CD8	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0005278759085556503
exhausted_CD8	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0008121167823933081
exhausted_CD8	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.01778535753441345
exhausted_CD8	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.0043854306249238644
exhausted_CD8	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0024769561862995897
exhausted_CD8	Ductal (atypical)	4991	1.0	0.9507112803045482	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0010018032458425166
exhausted_CD8	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0008014425966740132
exhausted_CD8	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0006010819475055099
exhausted_CD8	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.03486275295531958
exhausted_CD8	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.011821278300941694
exhausted_CD8	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0012021638950110197
exhausted_CD8	Epsilon	46	1.0	0.717391304347826	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0
exhausted_CD8	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.043478260869565216
exhausted_CD8	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.2826086956521739
exhausted_CD8	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	Gamma	1716	1.0	0.9714452214452215	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0034965034965034965
exhausted_CD8	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0011655011655011655
exhausted_CD8	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0005827505827505828
exhausted_CD8	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.01282051282051282
exhausted_CD8	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.00641025641025641
exhausted_CD8	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.004662004662004662
exhausted_CD8	Hormone-negative neuroendocrine	1608	1.0	0.9546019900497512	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.010572139303482588
exhausted_CD8	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.020522388059701493
exhausted_CD8	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.013681592039800995
exhausted_CD8	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.0012437810945273632
exhausted_CD8	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	Intra-pancreatic neurons	25	1.0	0.76	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0
exhausted_CD8	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.04
exhausted_CD8	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.08
exhausted_CD8	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.12
exhausted_CD8	Lymphatic	1645	1.0	0.7221884498480243	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0006079027355623101
exhausted_CD8	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.00303951367781155
exhausted_CD8	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.01094224924012158
exhausted_CD8	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.02917933130699088
exhausted_CD8	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.07781155015197569
exhausted_CD8	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.1829787234042553
exhausted_CD8	Macrophage	10140	1.0	0.47357001972386586	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0021696252465483235
exhausted_CD8	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0006903353057199211
exhausted_CD8	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0046351084812623275
exhausted_CD8	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.31617357001972385
exhausted_CD8	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.342603550295858
exhausted_CD8	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0020710059171597634
exhausted_CD8	Malignant	64538	1.0	0.9402832439802907	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.002200254113855403
exhausted_CD8	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.000526821407542843
exhausted_CD8	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.003563791874554526
exhausted_CD8	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.028913198425733675
exhausted_CD8	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.024326753230654807
exhausted_CD8	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0018128854318386067
exhausted_CD8	Mast	281	1.0	0.8398576512455516	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.010676156583629894
exhausted_CD8	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0035587188612099642
exhausted_CD8	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.12099644128113879
exhausted_CD8	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.02491103202846975
exhausted_CD8	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0035587188612099642
exhausted_CD8	Natural killer	927	1.0	0.5296655879180151	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.04962243797195254
exhausted_CD8	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.03344120819848975
exhausted_CD8	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.0593311758360302
exhausted_CD8	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.23516720604099245
exhausted_CD8	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.22761596548004315
exhausted_CD8	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.03344120819848975
exhausted_CD8	Neutrophil	98	1.0	0.6224489795918368	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.0
exhausted_CD8	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0
exhausted_CD8	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.01020408163265306
exhausted_CD8	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.01020408163265306
exhausted_CD8	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.37755102040816324
exhausted_CD8	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	Pericyte	11779	1.0	0.6536208506664403	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.001358349605229646
exhausted_CD8	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0011036590542490873
exhausted_CD8	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.005433398420918584
exhausted_CD8	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.028780032260803123
exhausted_CD8	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.31157144069955006
exhausted_CD8	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.02597843620001698
exhausted_CD8	Plasma	282	1.0	0.5212765957446809	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.03900709219858156
exhausted_CD8	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.02127659574468085
exhausted_CD8	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	LAG3	0.03900709219858156
exhausted_CD8	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	HAVCR2	0.1347517730496454
exhausted_CD8	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	ENTPD1	0.35106382978723405
exhausted_CD8	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	LAYN	0.0
exhausted_CD8	Schwann	1824	1.0	0.8706140350877193	raw UMI counts (same sparse zero pattern as X verified globally)		
exhausted_CD8	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	CD8A	0.001644736842105263
exhausted_CD8	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	CD8B	0.0021929824561403508
