program	Level 3 Annotation	cells	gene_coverage	score_zero_fraction	detection_layer	gene	gene_detection_fraction
mregDC_like	ADM	3233	1.0	0.9740179399938138	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.009279307145066501
mregDC_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.010516548097742036
mregDC_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0009279307145066501
mregDC_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0003093102381688834
mregDC_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.004330343334364367
mregDC_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0012372409526755336
mregDC_like	Acinar	5171	1.0	0.9766002707406691	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.011023012956874878
mregDC_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0038677238445175015
mregDC_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0009669309611293754
mregDC_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.00038677238445175013
mregDC_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.004641268613421002
mregDC_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.003094179075614001
mregDC_like	Acinar (REG+)	186	1.0	0.967741935483871	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.026881720430107527
mregDC_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.005376344086021506
mregDC_like	Adipocyte	531	1.0	0.9623352165725048	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.003766478342749529
mregDC_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.003766478342749529
mregDC_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.005649717514124294
mregDC_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0018832391713747645
mregDC_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.022598870056497175
mregDC_like	Alpha	2723	1.0	0.9955930958501653	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0029379360998898272
mregDC_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0003672420124862284
mregDC_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0003672420124862284
mregDC_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0007344840249724568
mregDC_like	B	1573	1.0	0.7425301970756516	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.009535918626827717
mregDC_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.1621106166560712
mregDC_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.027972027972027972
mregDC_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.030514939605848695
mregDC_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.05785123966942149
mregDC_like	Beta	3152	1.0	0.9904822335025381	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.004758883248730965
mregDC_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0009517766497461929
mregDC_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0012690355329949238
mregDC_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.00031725888324873094
mregDC_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0015862944162436548
mregDC_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0006345177664974619
mregDC_like	CAF	44369	1.0	0.9455250287362799	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0004733034325767991
mregDC_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.038585498884356195
mregDC_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0029750501476255944
mregDC_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.01048029029277198
mregDC_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.001622754625977597
mregDC_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0011945277107890645
mregDC_like	CD4+ T	1839	1.0	0.7232191408374117	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.001087547580206634
mregDC_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.27297444263186516
mregDC_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0027188689505165853
mregDC_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0016313213703099511
mregDC_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.002175095160413268
mregDC_like	CD8+ T	2526	1.0	0.9683293745051464	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.001979414093428345
mregDC_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.000395882818685669
mregDC_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.022169437846397466
mregDC_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0023752969121140144
mregDC_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.003167062549485352
mregDC_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.001979414093428345
mregDC_like	CD8+ T (dysfunctional)	967	1.0	0.9296794208893485	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.001034126163391934
mregDC_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0641158221302999
mregDC_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.002068252326783868
mregDC_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0031023784901758012
mregDC_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0
mregDC_like	CD8+ T (progenitor dysfunctional)	142	1.0	0.9014084507042254	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.007042253521126761
mregDC_like	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.08450704225352113
mregDC_like	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	CD8+ T (progenitor dysfunctional)	142			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.007042253521126761
mregDC_like	CD8+ T (terminally dysfunctional)	419	1.0	0.9689737470167065	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.01909307875894988
mregDC_like	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.007159904534606206
mregDC_like	CD8+ T (terminally dysfunctional)	419			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.00477326968973747
mregDC_like	Delta	556	1.0	0.9928057553956835	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0035971223021582736
mregDC_like	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0035971223021582736
mregDC_like	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	Delta	556			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0
mregDC_like	Dendritic (activated)	91	1.0	0.054945054945054944	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.7252747252747253
mregDC_like	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.14285714285714285
mregDC_like	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.6923076923076923
mregDC_like	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.01098901098901099
mregDC_like	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.3956043956043956
mregDC_like	Dendritic (activated)	91			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.27472527472527475
mregDC_like	Dendritic (conventional type 1)	181	1.0	0.56353591160221	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.049723756906077346
mregDC_like	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.016574585635359115
mregDC_like	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.03314917127071823
mregDC_like	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0055248618784530384
mregDC_like	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.16574585635359115
mregDC_like	Dendritic (conventional type 1)	181			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.30386740331491713
mregDC_like	Dendritic (conventional type 2)	1008	1.0	0.4384920634920635	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.04662698412698413
mregDC_like	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.005952380952380952
mregDC_like	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.007936507936507936
mregDC_like	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.19047619047619047
mregDC_like	Dendritic (conventional type 2)	1008			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.48214285714285715
mregDC_like	Dendritic (plasmacytoid)	139	1.0	0.7194244604316546	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.03597122302158273
mregDC_like	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.007194244604316547
mregDC_like	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.1366906474820144
mregDC_like	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.014388489208633094
mregDC_like	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.03597122302158273
mregDC_like	Dendritic (plasmacytoid)	139			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.07913669064748201
mregDC_like	Ductal	24627	1.0	0.989686116863605	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.005725423315872822
mregDC_like	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0023145328298209283
mregDC_like	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0004872700694359849
mregDC_like	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.00012181751735899622
mregDC_like	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0009339342997523043
mregDC_like	Ductal	24627			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0007715109432736428
mregDC_like	Ductal (atypical)	4991	1.0	0.9881787216990583	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.006611901422560609
mregDC_like	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0022039671408535366
mregDC_like	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0008014425966740132
mregDC_like	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0002003606491685033
mregDC_like	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.001402524544179523
mregDC_like	Ductal (atypical)	4991			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0008014425966740132
mregDC_like	Epsilon	46	1.0	1.0	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	Epsilon	46			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0
mregDC_like	Gamma	1716	1.0	0.9918414918414918	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0034965034965034965
mregDC_like	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.002913752913752914
mregDC_like	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0005827505827505828
mregDC_like	Gamma	1716			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0017482517482517483
mregDC_like	Hormone-negative neuroendocrine	1608	1.0	0.9894278606965174	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.00808457711442786
mregDC_like	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0006218905472636816
mregDC_like	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0006218905472636816
mregDC_like	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0006218905472636816
mregDC_like	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0006218905472636816
mregDC_like	Hormone-negative neuroendocrine	1608			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0006218905472636816
mregDC_like	Intra-pancreatic neurons	25	1.0	0.88	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.12
mregDC_like	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	Intra-pancreatic neurons	25			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0
mregDC_like	Lymphatic	1645	1.0	0.8626139817629179	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.01398176291793313
mregDC_like	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.1088145896656535
mregDC_like	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.01033434650455927
mregDC_like	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.00303951367781155
mregDC_like	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0024316109422492403
mregDC_like	Lymphatic	1645			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.004863221884498481
mregDC_like	Macrophage	10140	1.0	0.6689349112426035	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.004240631163708087
mregDC_like	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.005226824457593688
mregDC_like	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0053254437869822485
mregDC_like	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0004930966469428008
mregDC_like	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.05601577909270217
mregDC_like	Macrophage	10140			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.29201183431952665
mregDC_like	Malignant	64538	1.0	0.943056803743531	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.005516130031919179
mregDC_like	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.04834361151569618
mregDC_like	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.002200254113855403
mregDC_like	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.000635284638507546
mregDC_like	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0009296848368403111
mregDC_like	Malignant	64538			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0013790325079797948
mregDC_like	Mast	281	1.0	0.9715302491103203	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0035587188612099642
mregDC_like	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0071174377224199285
mregDC_like	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0035587188612099642
mregDC_like	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0071174377224199285
mregDC_like	Mast	281			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0071174377224199285
mregDC_like	Natural killer	927	1.0	0.9654800431499461	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.003236245954692557
mregDC_like	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.018338727076591153
mregDC_like	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.002157497303128371
mregDC_like	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.005393743257820928
mregDC_like	Natural killer	927			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.007551240560949299
mregDC_like	Neutrophil	98	1.0	0.9795918367346939	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.01020408163265306
mregDC_like	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0
mregDC_like	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	Neutrophil	98			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.02040816326530612
mregDC_like	Pericyte	11779	1.0	0.9549197724764411	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0018677307071907632
mregDC_like	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.024280499193479924
mregDC_like	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.004329739366669497
mregDC_like	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.010187622039222344
mregDC_like	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0037354614143815263
mregDC_like	Pericyte	11779			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0029713897614398505
mregDC_like	Plasma	282	1.0	0.7659574468085106	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.010638297872340425
mregDC_like	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0035460992907801418
mregDC_like	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.1099290780141844
mregDC_like	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.01773049645390071
mregDC_like	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.02127659574468085
mregDC_like	Plasma	282			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.09219858156028368
mregDC_like	Schwann	1824	1.0	0.9736842105263158	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0021929824561403508
mregDC_like	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.013706140350877192
mregDC_like	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.003837719298245614
mregDC_like	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0027412280701754384
mregDC_like	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0005482456140350877
mregDC_like	Schwann	1824			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.003837719298245614
mregDC_like	Treg	463	1.0	0.8898488120950324	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Treg	463			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0064794816414686825
mregDC_like	Treg	463			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	Treg	463			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0734341252699784
mregDC_like	Treg	463			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0021598272138228943
mregDC_like	Treg	463			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.019438444924406047
mregDC_like	Treg	463			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.008639308855291577
mregDC_like	Treg (activated)	266	1.0	0.8721804511278195	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Treg (activated)	266			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Treg (activated)	266			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	Treg (activated)	266			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.09022556390977443
mregDC_like	Treg (activated)	266			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0
mregDC_like	Treg (activated)	266			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.03383458646616541
mregDC_like	Treg (activated)	266			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.015037593984962405
mregDC_like	Treg (quiescent)	119	1.0	0.7563025210084033	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Treg (quiescent)	119			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0
mregDC_like	Treg (quiescent)	119			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.0
mregDC_like	Treg (quiescent)	119			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.2184873949579832
