program	Level 3 Annotation	cells	patients	median_cell_score	cell_score_iqr_low	cell_score_iqr_high	positive_fraction
Tfh_like	Schwann	1824	43	-0.03659680485725403	-0.05385113134980202	-0.00696464953944087	0.2275219298245614
Tfh_like	Treg	463	28	0.26165276765823364	-0.024499792605638504	0.42009884119033813	0.6479481641468683
Tfh_like	Treg (activated)	266	26	0.24314236640930176	0.10863831639289856	0.4443989396095276	0.7781954887218046
Tfh_like	Treg (quiescent)	119	14	0.22239692509174347	0.12924785912036896	0.34777677059173584	0.773109243697479
Tfh_like	Vascular	15530	43	-0.040926411747932434	-0.054231248795986176	-0.026161298155784607	0.07231165486155827
Tfh_like	Vascular smooth muscle	4711	20	-0.028586123138666153	-0.05123040825128555	0.10847597569227219	0.37147102526002973
Tfh_like	myCAF	10566	36	-0.04801706597208977	-0.0637676864862442	-0.02683415077626705	0.17518455423055082
DC_core	ADM	3233	17	-0.029919948428869247	-0.041418418288230896	-0.017846371978521347	0.07361583668419425
DC_core	Acinar	5171	30	-0.02515079826116562	-0.03563261032104492	-0.013964241370558739	0.023399729259330884
DC_core	Acinar (REG+)	186	10	0.18813204765319824	-0.013936999253928661	0.3473723232746124	0.553763440860215
DC_core	Adipocyte	531	17	-0.02026134543120861	-0.03189529478549957	-0.009663665667176247	0.1016949152542373
DC_core	Alpha	2723	29	-0.04182876646518707	-0.05262833088636398	-0.03014243021607399	0.005141388174807198
DC_core	B	1573	27	0.10673036426305771	-0.027970194816589355	0.2898055613040924	0.5212968849332485
DC_core	Beta	3152	34	-0.03703365474939346	-0.04925529658794403	-0.022550590336322784	0.005710659898477157
DC_core	CAF	44369	43	-0.018010471016168594	-0.02748594619333744	-0.009341112338006496	0.03033649620230341
DC_core	CD4+ T	1839	28	-0.020255256444215775	-0.031182631850242615	-0.009659933857619762	0.042958129418162044
DC_core	CD8+ T	2526	39	-0.012481141835451126	-0.02254515513777733	0.0	0.047110055423594616
DC_core	CD8+ T (dysfunctional)	967	26	-0.014931995421648026	-0.024306142702698708	-0.006864250171929598	0.09410548086866598
DC_core	CD8+ T (progenitor dysfunctional)	142	22	-0.018406972289085388	-0.026139933615922928	-0.007856935262680054	0.06338028169014084
DC_core	CD8+ T (terminally dysfunctional)	419	28	-0.020457888022065163	-0.030270956456661224	-0.0077984752133488655	0.11694510739856802
